title,subjects,keywords,cited_by
"Corrigendum to “Study of Fe-doped and glucose-capped CeO<inf>2</inf> nanoparticles synthesized by co-precipitation method” [Chem. Phys. 561 (2022) 111617] (Chemical Physics (2022) 561, (S0301010422001720), (10.1016/j.chemphys.2022.111617))",Unknown,None,0
An asymptotic-preserving semi-Lagrangian algorithm for the anisotropic heat transport equation with arbitrary magnetic fields,Unknown,None,1
On the Support of Anomalous Dissipation Measures,Unknown,None,0
"Corrigendum to “Facile synthesis of SnSe–MnTe nanocomposite as a promising electrode for supercapacitor applications” [J. Phys. Chem. Solid. 192 (September 2024) 112058] (Journal of Physics and Chemistry of Solids (2024) 192, (S0022369724001938), (10.1016/j.jpcs.2024.112058))",Unknown,None,0
Equity-diversity-inclusion (EDI)-related strategies used by dental schools during the admission/selection process: a narrative review,Unknown,None,0
"Correction: Study protocol for pragmatic trials of Internet-delivered guided and unguided cognitive behavior therapy for treating depression and anxiety in university students of two Latin American countries: the Yo Puedo Sentirme Bien study(, (2022), 23, (450), 10.1186/s13063-022-06255-3)",Unknown,None,0
Psyc hiat ric morbidit y a nd work pa rtic ipation in patients with congenital ventricular septal defects: a case-cont rolled study,Unknown,None,1
Efficacy of EMDR for early intervention after a traumatic event: A systematic review and meta-analysis,Unknown,None,1
The Impact of Childhood Sexual Abuse on Adult Female Sexual Function and Sexual Distress: A Systematic Review and MetaAnalysis,Unknown,None,0
Trait emotional intelligence and adolescent psychological well-being: a systematic review,Unknown,None,2
Efficacy of contextual therapies in perinatal depression and anxiety: A systematic review and meta-analysis,Unknown,None,1
Manifestations of Public and Self-Stigma of Physical Disability: A Scoping Review in Rehabilitation and Disability Research,Unknown,None,1
Meta-synthesis of qualitative research on the real experience of telerehabilitation for patients with cardiovascular diseases,Unknown,None,0
The revolving door phenomenon in severe psychiatric disorders: A systematic review,Unknown,None,7
Digital forensic on investigations of sexual abuse cybercrime against children and adolescents by the behavioral analytical perspective: a bibliographic review,Unknown,None,0
Semantics foundations of PsyC based on synchronous Logical Execution Time,Unknown,None,0
Rorschach test in murderers: a systematic review of the literature 1946-2021 I – single case studies &amp; miscellanea,Unknown,None,3
Visual Working Memory Capacity in Patients with Temporal Lobe Glioma,Unknown,None,0
A Quasi-Experimental Study on the Effectiveness of Early Interventional Techniques on Self-Esteem Social Skills and Core Academic Achievements among School Childrenwith Specific Learning Disabilities in Selected Schools at Chennai,Unknown,None,0
INTERVENTIONS FOR THE REMEDIATION OF DYSLEXIA: A Systematic Review of Evidence-Based Practices,Unknown,None,0
A systematic review of clinical trials using single or combination therapy of oral or topical finasteride for women in reproductive age and postmenopausal women with hormonal and nonhormonal androgenetic alopecia,Unknown,None,2
Gambling among LGBTQIA2S + populations: a scoping review,Unknown,None,3
Strengthening the Resilience of Children and Adolescents during a Pandemic: A Scoping Review on Eligible Interventions,Unknown,None,5
Meticulous parade on naringin respecting its pharmacological activities and novel formulations,Unknown,None,8
Trainee therapist personality and the rating of cognitive behavioural and dynamic interpersonal therapy processes,Unknown,None,1
MMPI-2-RF Differences Between Violent Offending and Institutional Violence Among Incarcerated Women,Unknown,None,1
"Bomb Radiocarbon, Otolith Daily Increments and Length Modes Validate Age Interpretations of Chilean Jack Mackerel (Trachurus murphyi)",Unknown,None,1
Non-Pharmacological Interventions for Minimizing Physical Restraints Use in Intensive Care Units: An Umbrella Review,Unknown,None,10
"Comparison of missing data handling methods in cognitive diagnosis: Zero replacement, multiple imputation and maximum likelihood estimation Sinic",Unknown,None,4
Safeguarding adolescent mental health in India (SAMA): study protocol for codesign and feasibility study of a school systems intervention targeting adolescent anxiety and depression in India,Unknown,None,7
Association of psychiatric consultant characteristics with clinical outcomes of collaborative care for depression,Unknown,None,0
MOTOR PROGRESS FACILITATING SOCIO -PSYC HOLOGICAL ADAPTION MODEL FOR PRESC HOOLERS WIT H MUSCULOSKELETAL DISORDERS AND THEIR FAMILIES,Unknown,None,0
Anxiety and depressive symptomatology among children and adolescents exposed to the COVID-19 pandemic - A systematic review,Unknown,None,7
Gambling-Related completed suicides: a scoping review,Unknown,None,15
Experiences of accessing healthcare services by people with hearing loss/impairment (deaf) in sub-Saharan Africa: An integrative review,Unknown,None,6
Family-Centred Care for Children with Biopsychosocial Support Needs: A Scoping Review,Unknown,None,7
A Dimensional Understanding of Borderline Personality Disorder Using MMPI-2 PSY-5 Scales in Clinical Samples,Unknown,None,0
Reassessing fitness-to-drive in drinker drivers: The role of cognition and personality,Unknown,None,10
"Analysis on the occupational mental health status of 263 employees in Shanqi Huainan Special Purpose Vehicle Co., Ltd",Unknown,None,0
Extracellular vesicles synchronize cellular phenotypes of differentiating cells,Unknown,None,6
Fathers’ Experiences of Perinatal Loss: A Sample Meta-Synthesis Study,Unknown,None,9
Challenges in maternal and child health services delivery and access during pandemics or public health disasters in low-and middle-income countries: A systematic review,Unknown,None,24
Does Hydration Status Influence Executive Function? A Systematic Review,Unknown,None,7
The effect of non-pharmacological interventions on physical restraint reduction in intensive care units: A protocol for an umbrella review of systematic reviews and meta-analysis,Unknown,None,5
An exploration into suicide prevention initiatives for mental health nurses: A systematic literature review,Unknown,None,11
Slam Practice: A Review of the Literature,Unknown,None,27
"Multimorbidity and Its Outcomes Among Patients Attending Psychiatric Care Settings: An Observational Study From Odisha, India",Unknown,None,23
"“The Heidelberg Five” personality dimensions: Genome-wide associations, polygenic risk for neuroticism, and psychopathology 20 years after assessment",Unknown,None,5
Does dance counteract age-related cognitive and brain declines in middle-aged and older adults? A systematic review,Unknown,None,27
"Particulate matter pollution and risk of outpatient visits for psychological diseases in Nanjing, China",Unknown,None,12
Chemokines in post-traumatic stress disorder: A network meta-analysis,Unknown,None,10
"The relationship between perceived health outcomes of recreation, exercise dependence, and life satisfaction: A study with fitness center members",Unknown,None,2
Occurrence of muscle imbalance and risk of injuries in athletes using overhead movements: A systematic review,Unknown,None,6
Interventions for improving reading comprehension in children with asd: A systematic review,Unknown,None,6
Barriers and facilitators to participation for children and adolescents with disabilities in lowland middle-income countries – A scoping review,Unknown,None,19
An evaluation of a Hungarian questionnaire to assess childhood adversities: A pilot study,Unknown,None,2
Impact of Psychiatric Comorbidity on Health Care Use in Rheumatoid Arthritis: A Population-Based Study,Unknown,None,9
Research watch: tackling everyday exclusion,Unknown,None,0
Effectiveness of peer support intervention on perinatal depression: A systematic review and meta-analysis,Unknown,None,50
"The impact of inclusion setting on the academic performance, social interaction and self-esteem of deaf and hard of hearing students: Systematic review and meta-analysis",Unknown,None,7
Prevalence of Suicidal Ideation in Multiple Sclerosis Patients: Meta-Analysis of International Studies,Unknown,None,8
Medical cannabis for the reduction of opioid dosage in the treatment of non-cancer chronic pain: A systematic review,Unknown,None,45
Patient and public beliefs about the role of imaging in the management of non-specific low back pain: a scoping review,Unknown,None,19
Current and former smokers among adolescents aged 12-17 years in Iran: A systematic review and meta-analysis,Unknown,None,13
Challenges and Opportunities in Building and Maintaining a Good Therapeutic Relationship in Acute Psychiatric Settings: A Narrative Review,Unknown,None,31
The course for which K&amp;S was written,Unknown,None,1
Comparative efficacy and acceptability of pharmaceutical management for adults with post-traumatic stress disorder: A systematic review and meta-analysis,Unknown,None,27
Totality of the evidence suggests prenatal cannabis exposure does not lead to cognitive impairments: A systematic and critical review,Unknown,None,41
"Knowledge, beliefs, and concerns about bone health from a systematic review and metasynthesis of qualitative studies",Unknown,None,19
Antenatal depression and its association with adverse birth outcomes in low and middleincome countries: A systematic review and meta-analysis,Unknown,None,121
The 24-hour urinary cortisol in post-traumatic stress disorder: A meta-analysis,Unknown,None,26
Instruments for the Assessment of Behavioral and Psychosocial Functioning in Duchenne and Becker Muscular Dystrophy; A Systematic Review of the Literature,Unknown,None,18
Mapping evidence of patient experiences in integrated care settings: Protocol for a scoping review,Unknown,None,19
Electroencephalography in Psychiatric Surgery: Past Use and Future Directions,Unknown,None,2
Antipsychotics for treating delirium in hospitalized adults a systematic review,Unknown,None,165
Antipsychotics for preventing delirium in hospitalized adults a systematic review,Unknown,None,76
Review article: Interventions for people presenting to emergency departments with a mental health problem: A systematic scoping review,Unknown,None,22
"Exclusive Breastfeeding Duration and its Effect on the Health of the Children in Iran, a Meta Analysis",Unknown,None,6
ICGSP 2019 - Proceedings of the 3rd International Conference on Graphics and Signal Processing,Unknown,None,0
MU-PSYC: Music Psychology Enriched Genetic Algorithm,Unknown,None,2
Dehydroepiandrosterone and Dehydroepiandrosterone Sulfate in Alzheimer's Disease: A Systematic Review and Meta-Analysis,Unknown,None,31
"The journey of woman image with faith from past to present: Freud, jung and fromm's projections regarding woman",Unknown,None,0
Catecholamines in post-traumatic stress disorder: A systematic review and meta-analysis,Unknown,None,71
Identification and assessment of health-related quality of life issues in patients with sporadic desmoid-type fibromatosis: a literature review and focus group study,Unknown,None,20
Salivary cortisol in post-traumatic stress disorder: A systematic review and meta-analysis,Unknown,None,106
Movement and language development as an early childhood twin strategy: A systematic review,Unknown,None,27
What is the prevalence of cognitive impairment in lupus and which instruments are used to measure it? A systematic review and meta-analysis,Unknown,None,82
Prevalence of anxiety in patients with mild cognitive impairment: A systematic review and meta-analysis,Unknown,None,36
Empirically derived lifespan polytraumatization typologies: A systematic review,Unknown,None,80
The Utility of MMPI–2–RF Scale Scores in the Differential Diagnosis of Schizophrenia and Major Depressive Disorder,Unknown,None,11
The intestinal microbiota: A new player in depression?,Unknown,None,5
Integrity in nursing students: A concept analysis,Unknown,None,25
"Nursing team, family and hospitalized child interaction: An integrative review",Unknown,None,25
Emergency Response Services Suicide: A Crisis in Canada?,Unknown,None,10
Supportive and non-supportive interactions in families with a type 2 diabetes patient: An integrative review,Unknown,None,73
"Mapping the MMPI–2–RF Substantive Scales Onto Internalizing, Externalizing, and Thought Dysfunction Dimensions in a Forensic Inpatient Setting",Unknown,None,6
Franz Kafka’s Metamor phosis – The Expression of the Relationship between Anthropology – Health,Unknown,None,0
Cultural competence of healthcare providers: A systematic review of assessment instruments,Unknown,None,43
Prevalence of sleepwalking: A systematic review and meta-analysis,Unknown,None,81
"Texting dependence, iPod dependence, and delay discounting",Unknown,None,5
Emergence of problematic internet use among Indian adolescents: A multi method study,Unknown,None,14
"A systematic review of the effects of euthanasia and occupational stress in personnel working with animals in animal shelters, veterinary clinics, and biomedical research facilities",Unknown,None,136
Identifying Aggression in Forensic Inpatients Using the MMPI-2-RF: An Examination of MMPI-2-RF Scale Scores and Estimated Psychopathy Indices,Unknown,None,12
The effects of childhood abuse on self-reported psychotic symptoms in severe mental illness: Mediating effects of posttraumatic stress symptoms,Unknown,None,27
A systematic review and appraisal of methods of developing and validating lifestyle cardiovascular disease risk factors questionnaires,Unknown,None,4
Applicability of the risk-need-responsivity model to persons with mental illness involved in the criminal justice system,Unknown,None,78
"Family Accommodation of Child and Adolescent Anxiety: Mechanisms, Assessment, and Treatment",Unknown,None,56
Narrative review of current context of malaria and management strategies in Uganda (Part I),Unknown,None,19
Reasons for Mother–Infant Bed-Sharing: A Systematic Narrative Synthesis of the Literature and Implications for Future Research,Unknown,None,84
The psychological profile of bariatric patients with and without type 2 diabetes: Baseline results of the longitudinal GASMITO-PSYC study,Unknown,None,9
Military Deployment and Reintegration: A Systematic Review of Child Coping,Unknown,None,26
The role of family phenomena in children and adolescents with attention deficit hyperactivity disorder,Unknown,None,9
Mindfulness-based psychoeducation for parents of children with attention-deficit/hyperactivity disorder: An applied clinical project,Unknown,None,22
The construction of psycho-oncology care in a university extension project,Unknown,None,0
Personal experiences of therapists in conducting long-term group mee tings for psychotic patients,Unknown,None,0
Predicting psychological maladjustment by self-esteem and self-concept clarity,Unknown,None,0
Communication skills assessment in the final postgraduate years to established practice: A systematic review,Unknown,None,20
A concept analysis of befriending,Unknown,None,29
Toward the establishment of a forensic nursing specialty in Brazil: An integrative literature review,Unknown,None,8
The benefits and harms of systemic dehydroepiandrosterone (DHEA) in postmenopausal women with normal adrenal function: A systematic review and meta-analysis,Unknown,None,76
Assessment of smartphone addiction in Indian adolescents: A mixed method study by systematic-review and meta-analysis approach,Unknown,None,163
Improving subjective perception of personal cancer risk: Systematic review and meta-analysis of educational interventions for people with cancer or at high risk of cancer,Unknown,None,26
Bullying and victimization among African American adolescents: A literature review,Unknown,None,60
The relationship between family functioning and child and adolescent overweight and obesity: A systematic review,Unknown,None,145
Do literature review skills transfer from one course to another?,Unknown,None,3
Visual evoked potential and psychophysical contrast thresholds in glaucoma,Unknown,None,6
Effect of iodine supplementation in pregnancy on child development and other clinical outcomes: A systematic review of randomized controlled trials,Unknown,None,107
Doctor role modelling in medical education: BEME Guide No. 27,Unknown,None,216
Adherence to nutritional therapy in obese adolescents; a review,Unknown,None,9
Assessing psychologists in practice: Lessons from the health professions using multisource feedback,Unknown,None,8
Stalking by females,Unknown,None,6
Biofilm formation by Psychrobacter arcticus and the role of a large adhesin in attachment to surfaces,Unknown,None,20
Pediatric obsessive-compulsive disorder: A review for nursing professionals,Unknown,None,5
Dissociative seizures: A challenge for neurologists and psychotherapists,Unknown,None,14
Longterm outcomes and damage accrual in patients with childhood systemic lupus erythematosus with psychosis and severe cognitive dysfunction,Unknown,None,32
Parental divorce and developmental progression: An inquiry into their relationship,Unknown,None,0
Symptom exaggeration detection by the SIMS and the MMPI-2-RF in patients diagnosed of mixed anxiety-depressive disorder and adjustment disorder in the medico-legal context: A preliminary study,Unknown,None,7
"Erratum to DSM-V diagnostic criteria for bereavement-related disorders in children and adolescents: Developmental considerations (Psychiatry: Interpersonal and Biological Processes (2012), 75, 3, (243-266), 10.1521/psyc.2012.75.3.243)",Unknown,None,0
"The appropriateness of, and compliance with, telephone triage decisions: A systematic review and narrative synthesis",Unknown,None,70
"Toward understanding life under subzero conditions: The significance of exploring psychrophilic ""cold-Shock"" proteins",Unknown,None,31
Systematic review and meta-analysis of school-based interventions to improve daily fruit and vegetable intake in children aged 5 to 12 y,Unknown,None,363
Saudi Arabia,Unknown,None,3
Etiology and pathophysiology of fibromyalgia syndrome,Unknown,None,54
"Physiotherapy and physical therapies for fibromyalgia syndrome. Systematic review, meta-analysis and guideline",Unknown,None,49
Fibromyalgia syndrome. General principles and coordination of clinical care and patient education,Unknown,None,38
"Fibromyalgia syndrome. Definition, classification, clinical diagnosis and prognosis",Unknown,None,60
Methodological fundamentals of the development of the guideline,Unknown,None,15
A Comparison of MMPI-2-RF Profiles between Child Maltreatment and Non-maltreatment Custody Cases,Unknown,None,13
The effect of adding psychodynamic therapy to antidepressants in patients with major depressive disorder. A systematic review of randomized clinical trials with meta-analyses and trial sequential analyses,Unknown,None,17
Externalizing Metaphors: Anxiety and High-Functioning Autism,Unknown,None,14
P300 latency and amplitude in Alzheimer's disease: A systematic review,Unknown,None,54
Equine laparoscopy: Equipment and basic principles,Unknown,None,6
Domestic violence: Bibliometrics study,Unknown,None,11
The 12-month effects of early motivational interviewing after acute stroke: A randomized controlled trial,Unknown,None,72
A review of Latin American studies on binge eating disorder,Unknown,None,36
Factors influencing consent to having videotaped mental health sessions,Unknown,None,6
Inter-rater reliability of the Pediatric Transplant Rating Instrument (P-TRI): Challenges to reliably identifying adherence risk factors during pediatric pre-transplant evaluations,Unknown,None,12
"An evidence synthesis of qualitative and quantitative research on component intervention techniques, effectiveness, cost-effectiveness, equity and acceptability of different versions of health-related lifestyle advisor role in improving health",Unknown,None,68
Resilience in old age,Unknown,None,11
A critical review of the literature on early rehabilitation of patients with post-traumatic amnesia in acute care,Unknown,None,18
The Self-screen-Prodrome as a short screening tool for pre-psychotic states,Unknown,None,28
Internal consistencies and structural analysis of the MMPI-2 PSY-5 facet subscales in chinese population,Unknown,None,1
Using reference databases,Unknown,None,58
The contributión of the PSY-5 scale to the MMPI-2,Unknown,None,2
A longitudinal study of cognition in nursing home residents with multiple sclerosis,Unknown,None,9
Relationship between symptom domains in autism spectrum disorders: A population based twin study,Unknown,None,58
Psychrobacter arcticus 273-4 Uses Resource Efficiency and Molecular Motion Adaptations for Subzero Temperature Growth,Unknown,None,84
Meta-analysis: Are 3 questions enough to detect unhealthy alcohol use?,Unknown,None,96
Maternal depression and school-age mental health,Unknown,None,14
Caring for persons with chronic ulcers: The body-mind hole,Unknown,None,0
Workhours and worklife balance,Unknown,None,84
Preserving dignity in caring for older adults: A concept analysis,Unknown,None,108
Ethical Human Psychology ang Psyc: Editorial,Unknown,None,0
Clinical and demographic predictors of long-term disability in patients with relapsing-remitting multiple sclerosis: A systematic review,Unknown,None,190
Effectiveness of nonpharmacological interventions for the management of neuropsychiatric symptoms in patients with dementia: A systematic review,Unknown,None,188
A review and comparison of psychology-related electronic resources,Unknown,None,7
Five-year study (2000-2004) of trainees' publications in the Psychiatric Bulletin,Unknown,None,2
Latest research direction of transpersonal psychology in the theory of psychotherapy,Unknown,None,0
Question Understanding Aid (QUAID) - A Web facility that tests question comprehensibility,Unknown,None,111
Cognitive behavioral therapy for adolescent depression: Implications for Asian immigrants in the United States of America,Unknown,None,5
Patients with extreme obesity: Change in mental symptoms three years after gastric banding,Unknown,None,30
"Short communication: Stressed aggressive adolescents benefit from progressive muscle relaxation: A random, prospective, controlled trial",Unknown,None,19
Psychometric properties of the Food Craving Inventory among obese patients with binge eating disorder,Unknown,None,97
Stress in health professions students: myth or reality? A review of the existing literature.,Unknown,None,55
Economic evaluations of novel antipsychotic medications: A literature review,Unknown,None,21
Express: A Web-based technology to support human and computational experimentation,Unknown,None,10
Physical symptoms in children and adolescents.,Unknown,None,18
Personality pathology and treatment outcome in major depression: A review,Unknown,None,309
The effect of antidepressant treatment on chronic back pain: A meta-analysis,Unknown,None,202
Comparative meta-analysis of pharmacotherapy and behavior therapy for persistent insomnia,Unknown,None,703
Day hospital versus out-patient care for psychiatric disorders.,Unknown,None,36
Psychology/Counseling: A Universal Competency in Athletic Training,Unknown,None,25
A multidisciplinary concept analysis of quality of life,Unknown,None,148
The Müller-Lyer illusion as a perturbation to the saccadic system,Unknown,None,45
"The modernization of tradition: Thinking about madness in Patna, India",Unknown,None,68
Effectiveness of primary and secondary enforced seat belt laws,Unknown,None,90
The impact of context manipulations on movement patterns during a transition period,Unknown,None,21
Psychosocial environment and mortality after myocardial infarction,Unknown,None,0
The Importance of Placebo Effects in Pain Treatment and Research,Unknown,None,765
"Squid diet of emperor penguins (Aptenodytes forsteri) in the eastern Weddell Sea, Antarctica during late summer",Unknown,None,31
"Clinpsyc, psyclit, and medline for health professionals",Unknown,None,3
Regulation of the skeletal sarcoplasmic reticulum Ca<sup>2+</sup>-ATPase by phospholamban and negatively charged phospholipids in reconstituted phospholipid vesicles,Unknown,None,19
Fellowship Behavior in Division 17 and the MOMM Cartel,Unknown,None,14
Sensory-motor and cognitive functioning in children who have undergone bone marrow transplantation,Unknown,None,32
Cd rom a new technology for libraries,Unknown,None,5
ADULTS WITH PRADER‐WILLI SYNDROME: A SURVEY OF 232 CASES,Unknown,None,212
TESTING 1. . . 2. . . 3. . . ADDITIONAL FILES AVAILABLE FOR TEST INFORMATION ONLINE.,Unknown,None,1
PRE-PSYC: BRS-PRODUCED DATABASE CLOSES THE TIME GAP IN PSYCHOLOGY.,Unknown,None,0
Legal case briefs for nurses. IL: OBS: caesarean and appendectomy. MO: Psyc: force-medicating mental patients.,Unknown,None,0
"The effectiveness of Whyte's rules: ""How to Cheat on Personality Tests""",Unknown,None,2
Item sorts versus graphic procedure for obtaining Thurstone scale judgments,Unknown,None,2
The use of an operational game as a method of task familiarization,Unknown,None,0
The use of open-end data as an aid in writing multiple-choice distracters: An evaluation with arithmetic reasoning and computation items,Unknown,None,2
Comparative factor analyses of clerical jobs,Unknown,None,3
Note on the optimal length for visual interpolation,Unknown,None,0
Effects of variation of profile format on intelligence and sociability judgments,Unknown,None,2
"Target detectability as a function of target speed, noise level, and location",Unknown,None,0
"Training conditions, ability, and academic outcomes",Unknown,None,0
The effect of the pseudovolunteer on studies of volunteers for psycholgy experiments,Unknown,None,6
A noncognitive correlate of performance among lower aptitude men,Unknown,None,9
Personality and ability factors in sales performance,Unknown,None,40
The prediction of job performance,Unknown,None,6
The use of the MMPI in the selection of hospital aides,Unknown,None,6
Group creativity under conditions of success or failure and variations in group stability,Unknown,None,54
Does the heart learn?,Unknown,None,11
The current status of the size-distance hypotheses,Unknown,None,135
Maternal deprivation: Toward an empirical and conceptual re-evaluation,Unknown,None,98
Population density and endocrine function,Unknown,None,28
The effect of pretraining reinforcement schedules on probability learning in the rat,Unknown,None,0
Secondary reinforcement and a test of two reinforcement hypotheses concerning the PR effect,Unknown,None,0
The influence of differential goal boxes on discrimination learning involving delay of reinforcement,Unknown,None,7
Transfer of an early-acquired brightness discrimination from bar pressing to a Y maze,Unknown,None,0
"The role of learned factors in ""spontaneous"" activity",Unknown,None,10
Effects of chlorpromazine and perphenazine on bar-pressing performance in an approach-avoidance conflict,Unknown,None,1
Facilitation of maze learning with posttrial injections of picrotoxin,Unknown,None,122
Motivational concomitants of eating elicited by stimulation of the anterior thalamus,Unknown,None,8
Behavioral consequences of brain damage associated with homonymous visual field defects,Unknown,None,2
Strain differences in the facilitative effects of 5-7-diphenyl-1-3-diazadamantan-6-01 (1757 I.S.) on maze learning,Unknown,None,9
A factor analysis of job activities,Unknown,None,7
"A verification scale for the Strong Vocational Interest Blank, Men's Form",Unknown,None,1
Simple formula aids for understanding the joint action of two predictors,Unknown,None,1
Single versus double alternation learning by cats,Unknown,None,6
Operator performance on a chord keyboard,Unknown,None,6
"Classical GSR conditioning, conditioned discrimination, and interstimulus intervals in cats",Unknown,None,7
The imprinting object as a reinforcing stimulus,Unknown,None,10
The effects of deprivation and incentive palatability on a conditioned operant response,Unknown,None,3
Imprinting as a function of arousal,Unknown,None,23
The effect of ECS on one-trial avoidance learning,Unknown,None,33
The releasers of imprinting: Differential reactions to color as a function of maturation,Unknown,None,14
Analysis of a new nonnutritive positive reinforcer based on thirst,Unknown,None,32
"Changes in learning, extinction, and fluid preferences as a function of chronic alcohol consumption in rats",Unknown,None,16
Analysis of object-alteration learning in rhesus monkeys,Unknown,None,8
"Reliability, sex differences, and validity in the leaderless group discussion technique",Unknown,None,7
Personal history correlates of physical scientists' career aspirations,Unknown,None,12
Developing novel spectral indices for precise estimation of soil pH and organic carbon with hyperspectral data and machine learning,Unknown,None,0
Evidence of a limited relationship between reading fluency and reading comprehension of academic language,Unknown,None,0
A tale of many cities: Mapping social infrastructure and social capital across the United States,Unknown,None,0
Między platonikami z Cambridge a empirystami z The Royal Society – zarys filozofii Josepha Glanvilla,Unknown,None,0
Maturity Assessment of the Health Information System Using Stages of Continuous Improvement Methodology: Results From Serbia,Unknown,None,0
"Hidden, Lost, and Forgotten Labor: A Tour of the Soci ety’ s Archi val Record",Unknown,None,0
University Students' Awareness of the Concept of National Belonging: A Study on its Scope and Depth,Unknown,None,0
COMPETITIVE ADVANTAGE IN THE ERA OF SOCIETY 4.0: A SYSTEMATIC LITERATURE REVIEW ON SDG,Unknown,None,0
The Impact of Environmental Governance and Quality of Life on Fertility Intentions,Unknown,None,0
French digital discourse,Unknown,None,0
A LOCAL HISTORICAL OVERVIEW OF THE CADASTRAL MUNICIPALITY OF BODREŽ IN THE 19TH AND EARLY 20TH CENTURIES,Unknown,None,0
"Italian Association of Epidemiology: How has the demographic, educational, and occupational profile of members changed in recent years",Unknown,None,0
Fostering Tomorrow: Uniting Artificial Intelligence and Social Pediatrics for Comprehensive Child Well-being,Unknown,None,1
Erratum: X-ray surface brightness and gas density profiles of galaxy clusters up to 3 × R<inf>500c</inf> with SRG/eROSITA (Monthly Notices of the Royal Astronomical Society (2023) 525:1 (898–890) DOI: 10.1093/mnras/stad2305),Unknown,None,0
"Conceptualizing Socialization, Qualification, and Subjectification as Purposes of Education<sup>†</sup>",Unknown,None,0
The fusion point of temporal binding: Promises and perils of multisensory accounts,Unknown,None,0
Cell factory to obtain energy,Unknown,None,0
Investigation and Prediction of Outdoor Thermal Comfort under Different Protection and Activity Intensity Conditions in Summer in Wuhan,Unknown,None,0
Effect on greenhouse gas emissions (CH<inf>4</inf> and N<inf>2</inf>O) of straw mulching or its incorporation in farmland ecosystems in China,Unknown,None,1
THE RULE OF LAW AND IMPRISONMENT IN THAILAND,Unknown,None,0
"Giornata Scientifica della Società Italiana Peptidi Dedicata ai Soci Giovani, Vittorio Erspamer and Carlo Pedone Awards 2023",Unknown,None,0
Quantifying the carbon footprint of energy storage applications with an energy system simulation framework — Energy System Network,Unknown,None,6
"Cross-Cultural Leadership: What We Know, What We Need to Know, and Where We Need to Go",Unknown,None,4
Behavioral Changes and the Use of Social Technologies in Education,Unknown,None,0
Optimizing biosurfactant structure: Experimental and theoretical investigation of the influence of hydroxyl groups on sour corrosion mitigation,Unknown,None,0
The Paths of Water and Their Relations: A Dialogue Between Brazil and Norway,Unknown,None,0
A Folklore Text about Villagers' Collective Revenge against a Wolf at Trnovo ob Soči: An Analysis of Four Variants and the Role of House Names in the Transmission of Tradition,Unknown,None,0
"Democracy, citizenship and health in Brazil: challenges to strengthening the Unified Health System (SUS)",Unknown,None,0
Navigating Technology Adoption/Acceptance Models,Unknown,None,1
SOCI+: An Enhanced Toolkit for Secure Outsourced Computation on Integers,Unknown,None,0
Impact of novel environmental behavior risk factors on adolescent health deserves more attention,Unknown,None,0
SOCIAL RATIONALITY AS THE BASIS OF POLITICAL DISCOURSE,Unknown,None,1
“For the Honor of a Sister”: The Story of a Failed Engagement as an Episode of Women’s Family Memory in Russia in the Middle of the 19th Century,Unknown,None,0
Sociodemographic Factors Affecting Diabetic Dietary Behavior in People with Type 2 Diabetes Mellitus,Unknown,None,0
What corpus language planning is in place for public television outlets in the Catalan communicative space?,Unknown,None,0
"NOT LIMITED OR DEFINED BUT CONSTRUCTED AND INTERNALIZED: EXPLORING OBJECTIVATION, INSTITUTIONALIZATION, AND LEGITIMATION IN DONALD BARTHELME’S “THE BALLOON” AND “I BOUGHT A LITTLE CITY”",Unknown,None,0
Creating a Communist Counterculture? The Successes and Failures of the PCI in Anthropological Perspective,Unknown,None,0
Floral Diversity and Pollination Syndromes in Agave subgenus Manfreda,Unknown,None,0
Sustainability-oriented commerce innovation: How does it influence consumer satisfaction?,Unknown,None,6
A dataset on corporate sustainability disclosure,Unknown,None,10
Democracy &amp; “Noxious” Markets,Unknown,None,2
Tailoring light-induced charge transfer and intersystem crossing in FeCO using time-dependent spin-orbit configuration interaction,Unknown,None,3
Outcome of single-incision laparoscopic cholecystectomy compared to three-incision laparoscopic cholecystectomy for acute cholecystitis,Unknown,None,0
Neuromodulation of the Left Inferior Frontal Cortex Affects Social Monitoring during Motor Interactions,Unknown,None,0
Scheduling Coflows by Online Identification in Data Center Network,Unknown,None,0
Quantitatively examining the interaction between cybercrime and physical crime,Unknown,None,0
"CONCENTRATIONS AND DYNAMICS OF CARBON DIOXIDE, RADIOACTIVITY AND RADON IN TWO CAVES OF ITALIAN CLASSICAL KARST (MUNICIPALITIES OF SAGRADO AND SAVOGNA D’ISONZO)",Unknown,None,0
Opposing Responses to Scarcity Emerge from Functionally Unique Sociality Drivers,Unknown,None,1
Excited states of polonium(iv): electron correlation and spin-orbit coupling in the Po<sup>4+</sup> free ion and in the bare and solvated [PoCl<inf>5</inf>]<sup>−</sup> and [PoCl<inf>6</inf>]<sup>2−</sup> complexes,Unknown,None,1
That Great Mother of Danger,Unknown,None,0
Introducing the Methodology of ‘Critical Fashion Practice’ into Fashion Design Studies in Croatia,Unknown,None,0
Bishop Józef Giedroyc and Clergy of Lithuania in the Service of Napoleon in 1812,Unknown,None,0
THE HORSE: FROM WEAPON OF WAR TO SOCIAL SYMBOL,Unknown,None,0
DMD-based single-pixel off-axis interferometry for wavefront reconstruction of a biological sample,Unknown,None,7
