File,Subjects,Keywords,Cited-by-count
202103427.json,NEUR;MEDI,non-motor symptoms;Parkinson’s disease;quality of life;COVID-19;palliative care,12
202103077.json,PHAR,Self-microemulsifying delivery system;Antioxidant;Optimization;Mixture design;Astaxanthin,3
202103098.json,BIOC;MEDI,Risk myelodysplastic syndromes;Low;Erythropoiesis stimulating agents;Erythropoietin level;Gene mutations,0
202103562.json,ENGI;SOCI,Learning and innovation skills;virtual classroom,10
202103132.json,AGRI;VETE,metabolomics;foodomics;organic milk;dairy;food authentication,2
202102689.json,PHYS;CENG;CHEM,reversible thermochromism;polydiacetylene;nanocomposite;layered double hydroxide;smart paints,17
202102373.json,COMP;MATH,finite element method;cracked body;Boundary integral equation method;bonded patches;stress intensity factors,0
202102723.json,MEDI,,6
202101226.json,ENER;CENG;ENVI,Anaerobic Baffled Biofilm Membrane Bioreactors;Fouling mitigation;Methanogenic toxicity;Liquor condensate wastewater;Reactor configurations,9
202100964.json,ENGI;BIOC;CHEM,Paper-based analytical device;Smartphone;Hepatitis C virus;Fluorescent DNA sensor;Pyrrolidinyl peptide nucleic acid,24
202102959.json,AGRI;NURS;BIOC;MEDI,Oxidative stress;glutamate transporters;autophagy;C. elegans;mitochondrial membrane potential,4
202101676.json,ENGI;ENER;MATE;ENVI,Sorption;Hydrophobic;Biocarbon;Oleophilic;Oil/water separation;Water pollution,36
202100437.json,IMMU;MEDI,pfmdr1;pfplasmepsin2;ddPCR;Plasmodium falciparum;pfgch1,2
202100067.json,VETE,radiographic;calcinosis circumscripta;ultrasonographic;internal implant fixation;Belgian Sheepdog,0
202100572.json,PHAR,Dihydrokaempferol;Manilkara zapota;Antioxidant;High performance liquid chromatography;Antityrosinase activity,3
202100088.json,PHYS,Top physics;Hadron-Hadron scattering (experiments),5
202100122.json,MEDI,,2
202101363.json,MULT,,3
202101699.json,BIOC;IMMU,Constrained correspondence analysis;Anaerobic condition;16S rRNA gene amplicon sequencing;dsrB gene clone library;Water pollution,4
202100821.json,BIOC,"steroids;Thai;osteoporosis;lupus erythematosus, systemic;juvenile-onset",0
202101733.json,COMP;ENGI,5G;PAPR;OFDM;ANN;Classifier,3
202103061.json,ARTS;SOCI;AGRI;ENGI;DECI;COMP,GPA;impulsivity;internet dependence;smartphone use;executive function;STEM;academic achievement,0
202103431.json,ECON;SOCI,Beauty premium;Choice experiment;Prisoner employment;Cosmetic surgery;Asymmetric information,0
202102670.json,MATE;CHEM,Thermal spray coating;Metal nanoparticles;Hybrid nanocomposite;Intelligent meat label;Bacterial cellulose nanocrystals;Hydrogen sulfide gas sensor,23
202102220.json,AGRI;BIOC;NEUR,Stability;Hepatitis B;Pregenomic RNA,3
202100708.json,CHEM,Speciation;Trivalent chromium;Hexavalent chromium;Microfluidic paper-based analytical devices;Environmental samples,11
202102735.json,MULT,,5
202100358.json,MULT,,29
202102365.json,HEAL,Compliance;Exercise;Neck pain;Low back pain;Physical activity,7
202103124.json,DENT;MEDI,bruxism;dental students;management;Awareness;prevalence,0
202101119.json,MEDI;IMMU;PHAR,COVID-19 vaccines;ChAdOx1-S;CoronaVac;Intramuscular injections;Intradermal injections,5
202103574.json,ENVI,Delhi;Meteorological variables;Air Quality Index;Air pollutants;COVID-19,13
202101549.json,ARTS;SOCI,,4
202100071.json,VETE,chicken;seroepidemiology;viral pathogen;bacterial pathogen;Vietnam,0
202100421.json,MULT,,9
202101660.json,AGRI;ENVI;EART,Small plastic debris;Coastal pollution;Western Gulf of Thailand;Ocean surface circulation;Beach sand,6
202100972.json,MEDI,patient-reported outcomes (PROs);international comparisons;quality of life (QOL);KRT modality;mental well-being;disease burden;peritoneal dialysis (PD);functional status;employment;depression;end-stage renal disease (ESRD);kidney replacement therapy (KRT);Chronic kidney disease (CKD),34
202101230.json,MEDI,proximal interphalangeal joint;Trigger finger;custom-made;orthosis,1
202101725.json,ENGI,Supercritical carbon dioxide extraction;Oil seed;Screw press;Moringa oleifera;Extraction recovery,2
202103718.json,MEDI,Amniotic fluid stem cell;Bile duct injury;Fibrogenic cytokine;Cell apoptosis,1
202100837.json,AGRI;ENVI,Haplotype;Control region;Forensics;Mitochondrial DNA,1
202101375.json,BIOC;PHAR,Curcumin;Astrocyte;Neuroinflammation;Microglia;Chronic pain,14
202103348.json,AGRI;IMMU,Fatty acid analysis;Aureimonas mangrovi sp. nov;API test;Mangrove sediment;Whole-genome similarity value,0
202102109.json,HEAL;MEDI,,4
202100134.json,ENER;ENVI;SOCI,Sentiment analysis;Qualitative content analysis;MOOCs;Sustainable country development;Public services,1
202102559.json,ENGI;PHYS;BIOC;CHEM,Wireless biosensor;Nanomaterials;Cotinine;Immunochromatography,9
202100564.json,SOCI,Cultural capital;Everyday life;Modern products;Thailand;Manners,0
202102277.json,MEDI,Morbidity;Root cause analysis;Surgical complications;Mortality conference,0
202101908.json,AGRI,,2
202102627.json,ENGI;MATE,Hybrid composite;Bone scaffold;GPTMS;Tissue engineering;Bioactive glass;Silk fibroin,7
202103466.json,AGRI,Wool carder bee;Pollinator;Anthidiellum;Systematics;Taxonomy;Malanthidium,2
202103036.json,ENER;ENGI;MATH,aggregator;battery energy storage system (BESS);optimal power flow (OPF);distribution system;photovoltaic (PV) power generation,2
202103523.json,MEDI,,2
202103489.json,PHYS;CENG,,7
202103173.json,ENGI;MATE,Essential oil;Eugenol;Nanoemulsion;Ocimum gratissimum L;Phase inversion composition,2
202102332.json,ENVI;EART;SOCI,Japan;Disaster;Social impact;Culture;COVID-19;Information,20
202102298.json,PHAR;BIOC;CHEM,Mesenchymal stem cells;Regenerative medicine;Andrographolide;Osteoarthritis;Suprapatellar fat pad,8
202102762.json,MEDI,flavonoid;antioxidant;Guava;leukaemia;vitamin C;anticancer;phenolic,12
202101267.json,ENGI,Manufacturing supply chain;Fuzzy AHP;Supplier selection;Analytic hierarchy process,9
202101637.json,MEDI,Asymptomatic transmission;SARS-CoV-2 in wastewater;SARS-CoV-2 viral RNA;Wastewater of Bangkok;Wastewater;COVID-19,19
202102918.json,AGRI,ACE2-Fc fusion protein;SARS-CoV-2;COVID-19;Nicotiana benthamiana;molecular farming;plant-produced recombinant protein,33
202100925.json,HEAL;PHYS;BIOC;MEDI,Skin barrier;Cyanobacteria;Mycosporine-like amino acids;Emulsions,4
202100476.json,MULT,,6
202100026.json,MEDI,,68
202100533.json,ENGI;MATE,HVFA concrete;Graphene nanoplatelets;Plastic waste;Response surface methodology;High-volume fly ash,50
202100163.json,MEDI,,1
202100499.json,ENGI;BUSI,"new product performance;organizational agility;fuzzy front end (FFE),innovativeness;Dynamic capabilities",16
202101322.json,MEDI,Favipiravir;Treatment guidelines;Antivirals;Thailand;COVID-19;COVID-19 outcomes,1
202101772.json,AGRI;EART,Biodiversity exploration;Coral reefs;Gulf of Thailand;Heterobranchia;Soft sediment habitats,8
202100860.json,PHYS,Supersymmetry;Hadron-Hadron scattering (experiments);Higgs physics,9
202101288.json,BIOC;IMMU;MEDI,,30
202103558.json,MEDI,amnestic;hormone therapy;The Montreal Cognitive Assessment;mild cognitive impairment;cognitive impairment;Surgical menopause,3
202101565.json,MEDI,FIT;Fecal immunochemical test;Colonoscopy;Colon cancer screening;Colon cancer,3
202103108.json,ENGI,Road safety;Risk;Fatal crash;Logistic regression;Accidents,1
202101135.json,VETE,Zinc;Boar;Poor semen quality;Supplementation,2
202100374.json,AGRI;BIOC,Amino acids;Starch;Pineapple plant;Lysine;Methionine;Stem,7
202102349.json,CENG;ENVI;CHEM,,8
202101836.json,ENER;ENVI;SOCI,Manufacturing industries;Supply chain ambidexterity;Partial least square;Green supply chain management;Networking capabilities;Moderation,10
202100724.json,CENG;MATE;CHEM,Microemulsion-based washing solution;Mixed surfactant;Crude rice bran oil;Spent bleaching earth;Hydrophilic–lipophilic deviation,5
202102719.json,ECON;BUSI,P-KIBS;Hotel Business;Food Safety Management;T-KIBS,3
202100231.json,AGRI;COMP,SOMs;NIR;Weedy rice;Paddy rice;Cultivated rice,5
202101973.json,COMP;ENGI;PHYS,Forecasting;LSTM neural network;Clarification process;Sugarcane industry;Flocculant,1
202100661.json,MATE;CHEM,Colorimetric sensor;Cellulose based composite;Food spoilage detection;Office waste paper,4
202101420.json,MEDI,haemolytic anaemia;transcription factor;Krüppel-like factor 1;KLF1;Newborn,6
202101070.json,MULT,Patch;Beta-carotene;Gac extract;Characterization;Nanofiber,0
202102575.json,COMP;CHEM;PHAR,MD simulation;Docking;M. speciosa;Alzheimer’s disease;Mitragynine;Acetylcholinesterase,8
202100548.json,AGRI,,4
202102125.json,AGRI;ENVI;IMMU,Red tilapia;Columnaris disease;Mucoadhesive nano-immersion vaccine;Mucosal immunity;MALT,16
202100118.json,MULT,,2
202101359.json,AGRI;BIOC,Biofilter acclimation;Nitrification biofilter;Recirculating aquaculture system;Nitrifying bacteria,2
202103364.json,MEDI,,11
202101709.json,MEDI,timolol;wound healing;ablative fractional carbon-dioxide laser,7
202103734.json,MEDI,,3
202102826.json,BIOC;IMMU,Heat shock proteins;Crustacean immunity;Disease resistance;Innate immunity;Pathogen response,23
202103221.json,SOCI,professional recognition;descendants of farmers;Agriculture profession;young generation;dimensions of attitude,0
202103671.json,AGRI;BIOC;ENVI,White-rot;Biodegradation;Phenanthrene;Lignolytic enzyme,12
202102963.json,ENER;ECON,Greenhouse Gases;Energy Consumption;Causal Factors;Structural Equation Model;Error Correction Mechanism;Carrying Capacity,0
202102430.json,AGRI;BIOC;NEUR,Internal transcribed spacer (ITS);Diagnostic;Hydroxynaphthol blue (HNB);Loop-mediated isothermal amplification (LAMP);Ready-To-use;Fungi,9
202102060.json,BIOC;IMMU;MEDI,"Neurological complication;Hand, foot, and mouth disease;EV71;Hyperimmune plasma treatment",1
202101861.json,BIOC;ENVI,Gross motor;Social adaptation behaviors;Language;Fine motor;Air pollutants,8
202100773.json,PHYS,quantum chaos theory;symmetry-based selection rules;weak turbulence;multiscale analysis;gravitational dynamics;integrable motion;resonant bounded domains,9
202100289.json,DECI;COMP;MATH;SOCI,,5
202100323.json,MEDI,"Perioperative care;Hypothermia;Practice guidelines as topic;Monitoring, intraoperative;Health knowledge, attitudes, practice;Asia;Temperature",7
202101162.json,MEDI;PHAR,Gram-negative bacteria;Drug resistance;Thailand;Surveillance;Bla gene,13
202101498.json,CHEM;ENER;CENG;ENGI;MATE,NCM;metal hydroxide;oxygen evolution reaction;electrocatalyst;water splitting,2
202101532.json,MULT,ARPES;Electronic structure;Heavy fermions;Hidden order,5
202101027.json,ENGI;PHYS;MATE,Distance-based readout;Starch;Glucose;Cotton thread;Polyvinyl alcohol,7
202101477.json,ENGI,Clip gauge;Strain gauge;Optimisation;Transducer,0
202101924.json,MEDI,allograft rejection;kidney transplant;tuberculosis;risk factors,7
202100636.json,BIOC;PHAR,Cancer stem cell;Lung cancer;Sox2;Oct4;C-Myc;Nanog;MTOR;Akt;Renieramycin M,7
202100266.json,MULT,,12
202103299.json,NURS;MEDI,growth;compliance;nutrition;adverse effects;ketogenic diet,1
202103763.json,MEDI,,4
202102871.json,COMP;ENGI;MATH;PHYS,HEALTH-EDRM framework;COVID-19;t-Test analysis;Asia-Oceania,1
202103333.json,CENG,,1
202102488.json,AGRI,Secondary metabolites;Streptomyces verrucosisporus;Biological activity;Marine actinobacteria,1
202102172.json,EART,Sibumasu Block;accretionary complex;Palaeo-Tethys;back-arc basin;Indochina Block;detrital zircon;forearc basin,5
202102522.json,MULT,,0
202102037.json,MULT,Cell wall composition;Hot water treatment;Cell wall structure;Fruit softening;Banana,0
202102467.json,MATE;CHEM,Dielectric properties;Natural rubber;Mechanical properties;Alginate;Rice husk ash,6
202103626.json,SOCI;MEDI,Chemotherapy;Peer group;Quality of life;Breast cancer,0
202102934.json,SOCI,,0
202100909.json,MEDI,"Intensity-modulated radiotherapy;Nasopharyngeal carcinoma;Cranial neuropathy;Survival, survivorship",1
202103276.json,MULT,Thailand;COVID-19;Food delivery mobile applications;The unified theory of acceptance and use of technology,16
202101524.json,ARTS;SOCI,,0
202103519.json,ENGI;COMP;CENG,Distal humerus fracture;finite element analysis;biomechanics;3D printing;custom-made plate,7
202101174.json,BIOC;IMMU,Synechocystis sp. PCC6803;Nutrient deprivation;Polyhydroxybutyrate;Adc1 mutant,5
202103149.json,AGRI;MEDI;ENVI;CHEM,gel electromembrane microextraction;electromembrane extraction;chromium;Hollow fibre membrane liquid phase microextraction,2
202102308.json,MEDI,Electromyography;Acceleration;Sprint;Incline Sloped,1
202100335.json,MEDI,,2
202102758.json,MEDI,,3
202100765.json,ENER;MATE;CHEM,,0
202101877.json,NEUR;MEDI,Parkinsonism-hyperpyraexia;COVID-19 pandemic;Parkinson's disease,1
202100270.json,AGRI;BIOC,Intelligent packaging;Mackerel;Butterfly pea;Anthocyanin;Freshness indicator,27
202101898.json,ENGI;ENER;CENG;CHEM,Gasification;CO2 utilization;Process improvement;Kraft-pulping process;Process design;Biorefinery,9
202100620.json,MEDI,Depression;Psychiatry;Mood disorders;Effective connectivity;Schizophrenia;Salience network,10
202101932.json,EART,Wall thickness;Ratio of the wall embedded depth to the excavation depth;Plane strain ratio;Excavation geometry;Distance from the corner,8
202101461.json,VETE;IMMU;MEDI,seroprevalence;Thailand;bat;coronavirus;villagers,5
202101031.json,MATE;CHEM,fibers;composites;rubber,25
202100509.json,ARTS;SOCI,Experimental economics;Organ donation;Organ allocation rule,0
202102534.json,IMMU;MEDI,Rhinosinusitis;Glycated haemoglobin A;Cavernous sinus;Fungal;Diabetic ketoacidosis;Blood glucose;Creatinine,3
202100159.json,BIOC;MEDI,E1: K211E and E2: V264A;Chikungunya virus;Asia;Novel ECSA;Outbreak,21
202102164.json,SOCI;BUSI,Financial reporting;Regulation;Equity crowdfunding;Disclosure,5
202103325.json,MEDI;EART;BUSI,Medical device;Qualitative research;Partnership;Healthcare innovation;Academic entrepreneurship;Healthcare policy,2
202101318.json,ENVI;MEDI,Corporate social responsibility;Mediation;Smart PLS;Emerging economy;Times of crisis;Customer trust;Corporate image;Multi-dimensional CSR,18
202102867.json,COMP,Image Classification;Crystal Formation;Deep learning;component,4
202103775.json,AGRI;ENGI,metabolomics;foodomics;chemometrics;food;metabolome;NMR;Bovine mastitis;dairy;Thailand;milk,17
202101748.json,AGRI,taste precursors;transcriptome analysis;metabolome analysis;ripening-associated metabolites;Durio zibethinus,11
202102888.json,CENG;CHEM,Fructose;Sulfonated magnetic carbon nanoparticles;Eucalyptus oil;5-hydroxymethylfurfural,13
202103260.json,BUSI,services;E-commerce;small and medium-sized enterprise,8
202102922.json,MEDI,Thailand;Instrument development;Parental feeding behaviors,0
202103630.json,CHEM;CENG;PHYS;MATE;MATH,Nanoparticle;Human mandibular osteoblast;Hydroxyapatite;Nanomedicine;MicroRNA,2
202102471.json,BIOC;CHEM;ENGI;PHYS;COMP,Electrode order;EEG;Brainwave;CNN;Neuroscience;Spatiotemporal data;Emotion recognition;Window size;Machine learning,14
202102021.json,CENG;CHEM,,5
202100732.json,MEDI,Macrophage;Inflammation;BAM15;Mitochondrial uncoupling;Metabolism,19
202101820.json,ENER;ENVI;SOCI,Economic performance;ESG factors;Corporate sustainability;Value relevance;Emerging markets,8
202100362.json,MULT,,28
202100698.json,MEDI,HIV;long-acting;prevention;TDF/FTC;cabotegravir;HPTN 083;men who have sex with men;injectable;preexposure prophylaxis,55
202101123.json,PHYS;ENGI,,6
202101573.json,SOCI,Guidelines;Informal education;Community network;Non-formal education;Lifelong education,1
202101089.json,PHYS;ENGI;CENG,,7
202101066.json,MEDI,Telemedicine;COVID-19;Diabetes mellitus;Indonesia;Glycemic control,2
202101436.json,BIOC;IMMU;MEDI,Interleukin-6;Interleukin-1;Inflammation;COVID-19;Immune;Cytokine storm,46
202100677.json,CENG;CHEM,Particle image velocimetry;Velocity gradient;Jet clarifier;Hydrodynamics,1
202101965.json,BIOC;ENVI;CHEM,,7
202100227.json,AGRI;BIOC,DNA damage;DNA extraction;Marine sponge;Renieramycins,0
202102830.json,PHYS;CHEM,Electron mobility;Density functional theory;Donor material;Open-circuit voltage;End-capped groups,0
202103722.json,BIOC;PHAR,COVID-19;Treatment;SARS-CoV-2;Respiratory infection,31
202103688.json,CENG;CHEM,peak capacity;matrix interference;selective extraction;untargeted analysis;perfume analysis,3
202103372.json,MEDI,Hyperpigmentation;Inhibitor;Gefitinib;Lichen planus pigmentosus;Epidermal growth factor receptor,1
202102133.json,ENER;CHEM,Bio-oil;Cu modification;HZSM-5;Aromatic hydrocarbons;Fast pyrolysis;Catalytic upgrading,31
202102099.json,MEDI,,0
202102563.json,SOCI,Anemia prevention;Iron tablet;Female high school students;Knowledge,2
202102076.json,MEDI,Pediatric;Thyroid cancer;The Bethesda System;Children;Risk of malignancy;Thyroid nodules;Fine-needle aspiration;Thyroid;Resection rate,8
202102426.json,ENER;PHYS,Lignocellulosic biomass;Biohythane;Pretreatment;Algae biomass,30
202100948.json,AGRI,Oxidosqualene cyclase;De novo transcriptome analysis;Cytochrome P450s;Trichosanthes cucumerina L;Triterpenoids,6
202102975.json,ENGI,Photovoltaic generation;Power management system;Fuel cell;Vanadium redox flow battery;Hybrid energy system;Electrolysis cell,1
202103667.json,ENGI;COMP;MATE;MATH,Score combination;GMM;EMD;Brainwave classification;KELM;Character-writing application,5
202103237.json,ENVI,Chlorpyrifos;agricultural area;children;risk assessment,3
202100895.json,AGRI;BIOC;IMMU,Antioxidant status;Anthocyanins;High-fat meal;Clitoria ternatea;Postprandial lipemia,8
202101787.json,MEDI,Endurance Performance;Time to Exhaustion;Cordyceps sinensis;Ventilatory Threshold,1
202103240.json,ECON,capital intensity;role of the services sector;information and communication technology;Firm performance;market value;productivity;return on assets;size of the firm,1
202102902.json,PHYS;MATE;CHEM,,29
202103610.json,COMP;ENGI;ECON;BUSI,,3
202100196.json,IMMU;MEDI,prevention;guidelines;Food allergy;treatment;epidemiology,63
202102451.json,ENER;ENGI;PHYS,miniaturization;dual-band;power divider;CCITL,0
202102001.json,EART,Hydrogeochemical characteristics;Groundwater;Heavy metals;Principal component analysis,19
202102514.json,BIOC;CHEM;PHAR,,16
202100529.json,ENER;PHYS,Hydrogen boride nanotube;Adsorption energy;DFT method;Hydrogen storage;H2 adsorption,9
202102144.json,PHYS;MATE;CHEM,Computational simulations;Glycerophosphodiesterase;Organophosphate pesticides,1
202100179.json,AGRI;VETE,Alternative antimicrobial agent;Staphylococcus pseudintermedius;Nanotechnology;Scar reduction;Silver nanoparticles;Wound infection;Antimicrobial resistance,4
202100483.json,MULT,,3
202101338.json,MULT,Anti-tyrosinase;Antioxidant;Medicinal plant extract;Antibacterial;Anticancer,0
202103305.json,AGRI;IMMU,Polyphasic taxonomy;Lichen;Actinoplanes lichenicola;Actinoplanes ovalisporus,4
202102847.json,SOCI,Web surveys;images;fixation;eye tracking;visual context effects,0
202101768.json,PHYS,,0
202103755.json,MEDI,Atrial fibrillation;Meta-analysis;Smartphone;Smartwatch,12
202101292.json,ENER;CENG;CHEM,High-quality biofuel;Bimetallic catalysts;High sulfur resistance;MCM-41 nano-aggregates;Selective hydrogenation,14
202100250.json,MEDI,Serum P1NP;Surgical menopause;Estradiol valerate;Bone turnover markers;Serum CTX,1
202102797.json,MEDI,Efficacy;Sodium nitrite;Nitric oxide;Safety;Asthma,1
202100600.json,ENER,Waste motor oil;Steam reforming;Syngas;Olivine;Fe catalyst,4
202101912.json,NEUR;MEDI,miRNA;mRNA-sequencing;PI3K;Methylation;DICER1 syndrome;PRAME;Pituitary blastoma;DICER1;Differentiation;Pre-miRNA;Whole genome sequencing;miRNA-sequencing,12
202101441.json,DENT;BIOC;MEDI,Dental follicle stem cells;Calcium signaling;ADH;Osteogenesis,0
202103186.json,ARTS;COMP;SOCI,,11
202101011.json,PHYS,Electron temperature of plasma jet;Plasma jet,0
202103539.json,COMP,Data Storytelling;Visualization Design;Visualization Development,1
202101504.json,ARTS;SOCI,L2 writing;Lexical collocation,1
202103493.json,ENGI;MATE,RbHSO4;Rb3H(SO4)2;Rb5H3(SO4)4;Solid acids,1
202103169.json,ARTS;COMP;MATH,Speech recognition;Speech synthesis;TTS evaluation,0
202101154.json,PHYS;EART,Quark star;4D EGB gravity,24
202100315.json,ENER,Computational fluid dynamics;Kinetic mechanism;Palm oil empty fruit bunch;Downdraft biomass gasifier;Tar cracking,5
202102328.json,MEDI,tocilizumab;IVIG;SARS-CoV-2;COVD-19;haemoperfusion,2
202102282.json,PHYS;ENGI,,5
202100745.json,NURS;MEDI,,10
202102778.json,ARTS;EART;SOCI;AGRI;ENVI,Holocene;Stalagmite;ITCZ;Thai-Malay peninsula;Central Indo-Pacific region,6
202101857.json,MEDI,,11
202102056.json,BIOC;MEDI,,3
202100591.json,ENVI,Shade and sunlight;Siamese Rosewood;Relative growth rate;Teak;Chlorophyll efficiency,2
202102406.json,PSYC,cross-cultural;well-being;dispositional optimism,14
202102955.json,ARTS;BUSI;SOCI,,0
202100968.json,AGRI,Poly(3-Hydroxybutyrate);Glycogen;Lipids;Cyanobacteria;Nitrogen;Phosphorus,8
202103647.json,MEDI,,13
202101380.json,ENGI,Physical modelling;Wall slenderness;Excavation;Deep cement mixing wall;Failure mechanism,3
202103217.json,SOCI,Elderly;Wearing Of Surgical Mask;Risk Group;Corona Virus Disease,0
202102810.json,ENVI;SOCI,Adsorption;DFT;Desorption;Lead;Binding energy,18
202103702.json,MEDI,Regression rate;Cervical intraepithelial neoplasia;Adherence,5
202100987.json,BUSI;SOCI,South East Asia;pedagogical change;professional learning;Collaborative learning,5
202101695.json,NURS,Infections;Nursing;Government;COVID-19;Indonesia,33
202103352.json,MATE,Ultrasonic welding;Pure copper;Micro-hardness;Optimization;3105-h18 aluminium alloy,0
202102113.json,PHYS;ENGI;MATE,,0
202100084.json,ENGI;MEDI,Choroidal thickness;Choroidal vascularity index;Optical coherence tomography;Intermediate uveitis;Enhanced depth imaging,7
202102543.json,MEDI,HIV/AIDS;community-led health serVICes;vulnerable populations;epidemic;key populations;Asia-Pacific region;Asia;prevention intervention,2
202103581.json,EART,Sapphire;Hercynite;Cenozoic basalt;Wüstite,3
202101046.json,ENER;ENGI;ENVI;BUSI,Building wastewater;Sustainability;Food waste;Anaerobic digestion;MBBR-MBR;Zero-waste,8
202101416.json,MEDI,Vertical infection;HIV reservoir;Paediatric;Prophylaxis;Early antiretroviral therapy,11
202102390.json,IMMU,enzyme treatment;nitrogen source;chicken waste;fermentation engineering;peptone;microbial medium,3
202100657.json,CHEM,Voltammetry;Neurological disorder;Electrochemical sensor;Urinary norepinephrine;TiO2/MXene-PVA/GO hydrogel,15
202101945.json,MEDI,Drug dosing;Monte Carlo simulations;Levofloxacin;Critically ill patients;Continuous renal replacement therapy,7
202100207.json,MULT,,2
202100712.json,ENER,substrate temperature;supercapacitor;magnetron sputtering;chromium-doped copper oxide;microstructures,7
202101800.json,MEDI,Prediction;APASL;NACSELD;Deaths;EASL;CILF-C ACLF;AARC;Liver failure;MELD;Natural history,9
202100342.json,MULT,,5
202102685.json,ECON;BUSI,Corporate social responsibility;CSR;Endogeniety;shareholder value;Event study;Shareholder wealth,10
202101103.json,PHYS;MATH,,6
202101553.json,DENT,Metal ion;Osteoclast;Biocompatibility;Orthodontic mini-implant;Cytotoxicity,0
202103094.json,MATE;ENVI;CHEM,Colorimetric sensor;Cellulose waste;Electrochemical sensor;Circular economy,1
202103201.json,AGRI;IMMU,"DDDH, digital DNA-DNA hybridization;Mangosteen peel;Thailand. Abbreviations: ANI, average nucleotide identity;Acetobacter garciniae sp. nov;Acetic acid bacteria;GYP, glucose-yeast",1
202101396.json,ENER;ENGI;MATH,Cloud orchestration;Cloud computing;Integer linear programming;Container technology,0
202103651.json,PHAR,S-deoxydihydroglyparvin;lipopolysaccharide;Anti-inflammation;Glycosmis parva;macrophage,2
202102943.json,EART;SOCI;ECON;BUSI,Clustering;Prediction;Data mining;Visualization;Spatio-temporal;Machine learning;Artificial intelligence,0
202102410.json,ENER;CHEM,Oxygen evolution reaction;N-doped graphene;Oxygen reduction reaction;Transition Metal-N4 cluster;First-principles calculations,91
202100587.json,MEDI,Vitamin D;Calcium;Bone turnover;HIV-infected youth;Bone mass,7
202102040.json,EART,Barchanoid ridges;TKR;Chi River;Sand splay;Khorat Plateau;Parabolic dune,1
202100568.json,PHAR,Daboia siamensis venom;Cyclooxygenase;Eicosanoids;Local inflammatory mediators,0
202102555.json,MEDI,incidence;HIV/AIDS;prevention;transgender;men who have sex with men;epidemiology;Southeast Asia;prevalence,7
202100092.json,ENER;CENG;ENVI,Ethyl propanoate;Esterification;Diatomite;Solid catalyst;Biochar,5
202100138.json,EART,Landsat-8;Fully transformer networks;High-resolution representations;ISPRS Vaihingen;Feature pyramid network;Vision transformer;Convolutional neural network,15
202102105.json,ENVI,Drinking water treatment system;Maeklong River;Water supply;Microplastic;Chao Phraya River;Plastic polymer,16
202103344.json,MEDI;BIOC;PHAR,skin temperature;heat dissipation;sweating;personal hygiene;Astringent,1
202101379.json,MEDI;IMMU;PHAR,Immunogenicity;SARS-CoV-2;Lipoplexes;Cationic liposomes;DNA vaccines,11
202101683.json,PHYS,,1
202100991.json,HEAL;ENGI;MEDI,knee;plasma;synovial fluid;glypican-3;osteoarthritis,5
202103714.json,ARTS;HEAL;SOCI,monosyllabic words;Thai language;word and picture lists;interactive speech audiometry;preschoolers,1
202101729.json,COMP,,1
202102806.json,AGRI,wetlands;epimicrobiota;shotgun metagenomics;Nostoc;Chile,1
202100211.json,MEDI,,29
202101953.json,PHYS;MATE;CHEM,Dielectric cure monitoring;Capacitance;Vulcanization;Vulcanization temperature;Rubber cure monitoring system,4
202100641.json,AGRI;ENVI,Systematics;Taxonomy;Sordariomycetes;Phylogeny;Two novel freshwater microfungi,11
202102386.json,CENG;ENVI,Response surface;Phenolic hydrocarbon;Pyrolysis;Central composite design;Aromatic hydrocarbon;Biomass,14
202101400.json,PHAR;BIOC;CHEM,Coordination polymers;Hydrazide;Lanthanide;Photoluminescence;CO2 adsorption;In situ synthesis,4
202101050.json,BIOC;CHEM;PHYS;MATE;MATH,polarization division multiplex;partially hazy;dense fog;mode division multiplexing;radio over free space optics,18
202103597.json,ARTS;SOCI,Modal verbs;Cognitive linguistics;Medical abstracts,0
202103082.json,AGRI;BIOC;ENVI,Thermo-responsive;Smart materials;Polymers;Biomaterials;Drug delivery,0
202101545.json,ARTS;SOCI,teacher education;reflective practice;challenges of reflective practice;issues of reflective practice,1
202103578.json,ARTS;ENGI;SOCI,Design Ecosystem;Design Management;Design Support;Capabilities;Product Design;Small and Medium Enterprises (SMEs);Competitive Advantage;Design Process;Design,0
202101115.json,ENER,Hydrothermal liquefaction;Agricultural waste;Renewable energy;Biomass utilization;Biocrude oil,2
202103128.json,COMP,Formal verification;Timed automata;Simulation;YAWL workflow,1
202102693.json,ENER;ENVI;SOCI,Sustainability;Sustainable design pedagogy;Life cycle assessment;Ecodesign;Sustainable innovation,14
202102369.json,ENVI;EART,Metropolitan Areas;Human Sufferings;Disaster management;Comparative analysis;Large-Scale Floods,0
202100354.json,MULT,,21
202101816.json,MEDI,,23
202102739.json,AGRI;BIOC;ENVI;SOCI,Bedload;River survey;Human activity;Sediment load;Riverine sediment processes,4
202100704.json,MEDI,children;respiratory syncytial virus;infection;rhinovirus;coronavirus,8
202102017.json,ENGI;MATE,Clays;Unconfined compressive strength;Small-strain stiffness;Microbially induced calcite precipitation (MICP);Microstructure;Ground improvement,44
202102447.json,IMMU;MEDI,real time;biomarker;soluble;non-inflamed;Sema4D;IFN-γ;immune excluded;head and neck squamous cell carcinoma (HNSCC),8
