title,query_subject,subjects,keywords,cited_by
Effects of carob rich-polyphenols on oxidative stress markers and physical performance in taekwondo athletes,MULT,Unknown,None,0
Structural aspects of personality typology of patients suffering from cardiovascular pathology associated with type 2 diabetes mellitus,MULT,Unknown,None,0
Paraspinal muscle fibre structural and contractile characteristics demonstrate distinct irregularities in patients with spinal degeneration and deformity,MULT,Unknown,None,0
Research on Decision Making of Deep Excavation Support Structure Based on MARCOS Method,MULT,Unknown,None,0
Association between automatic milking system parameters and intramammary infections in dairy cows at dry-off,MULT,Unknown,None,0
2MF-Net: 3D Cardiac Keypoint Detection with Multi-scale and Multi-dimension Feature Fusion Net,MULT,Unknown,None,0
The Applicability of LLMs in Generating Textual Samples for Analysis of Imbalanced Datasets,MULT,Unknown,None,0
Multimodal Emotion Recognition Based on Global Information Fusion in Conversations,MULT,Unknown,None,0
CCMT: Cross Collaboration Mult-Task Network for Neonatal Hip Bone Intelligent Diagnosis,MULT,Unknown,None,0
MULT: A wearable Mechanical Upper Limbs Tracker designed for teleoperation,MULT,Unknown,None,0
Adaptive Annotation Correlation Based Multi-Annotation Learning for Calibrated Medical Image Segmentation,MULT,Unknown,None,0
SAS: STRUCTURED ACTIVATION SPARSIFICATION,MULT,Unknown,None,0
Strengthening and Retrofitting of Steel Moment Connections,MULT,Unknown,None,0
CINEMA: A Configurable Binary Segmentation Based Arithmetic Module for Mixed-Precision In-Memory Acceleration,MULT,Unknown,None,0
PERFORMANCE EVALUATION FOR FACE MASK DETECTION BASED ON MULT MODIFICATION OF YOLOv8 ARCHITECTURE,MULT,Unknown,None,0
Relationships between almost completely decomposable abelian groups and their multiplication groups,MULT,Unknown,None,1
Music Upper Limb Therapy–Integrated (MULT-I) supports a positive transformation in sense of self post stroke: a thematic analysis,MULT,Unknown,None,0
PERCEPȚIA ANGAJAȚILOR DIN COMPANIILE ROMÂNEȘTI DESPRE ADOPTAREA INTELIGENȚEI ARTIFICIALE ÎN PROCESELE DE RECRUTARE ȘI SELECȚIE,MULT,Unknown,None,0
How does the marketization of urban land transfer reduce carbon emissions? Insights from China,MULT,Unknown,None,0
Exploring the Antecedents of Artificial Intelligence Products' Usage. The Case of Business Students.,MULT,Unknown,None,1
Artificial Intelligence in Education: Next-Gen Teacher Perspectives.,MULT,Unknown,None,2
Validity of an Artificial Neural Network in the Diagnosis of COPD,NEUR,Unknown,None,1
North Korean Female Entrepreneurs in South Korea: Empowerment through Informality and Resilience in Post-Cold War Geopolitics,NEUR,Unknown,None,1
Role of virtual reality in examining the effect of fear of falling (FOF) on postural stability in individuals without and with Parkinson’s disease in Egypt: a mixed-methods feasibility study protocol,NEUR,Unknown,None,0
The identification of minor impact collisions in a long video for detecting property damages caused by fleeing vehicles using three-dimensional convolutional neural network,NEUR,Unknown,None,0
Enhancing aircraft engine remaining useful life prediction via multiscale deep transfer learning with limited data,NEUR,Unknown,None,3
Research on the Antecedents of Data Privacy Concern Toward Intelligent Connected Vehicles,NEUR,Unknown,None,1
On the variability of dynamic functional connectivity assessment methods,NEUR,Unknown,None,2
Construction and demolition waste parameters in Northern European countries,NEUR,Unknown,None,0
Evaluating the relationships between genetic ancestry and the clinical phenome,NEUR,Unknown,None,0
Separable Roles for Neur and Ubiquitin in Delta Signalling in the Drosophila CNS Lineages,NEUR,Unknown,None,1
The meaning of ubiquitylation of the DSL ligand Delta for the development of Drosophila,NEUR,Unknown,None,1
Genome-wide analysis of anorexia nervosa and major psychiatric disorders and related traits reveals genetic overlap and identifies novel risk loci for anorexia nervosa,NEUR,Unknown,None,8
Markers of senescence are often associated with neuronal differentiation in the developing sensory systems,NEUR,Unknown,None,3
Sacral neur al neuromodulation tr omodulation treatment for urinar eatment for urinary voiding dysfunctions: results of treatment with the largest single-center series in a ter series in a tertiary referral center in T al center in Turkey,NEUR,Unknown,None,1
Agribusiness and Entrepreneurship,NEUR,Unknown,None,0
The potential utility of evoked potentials in the treatment of mental illnesses,NEUR,Unknown,None,1
"The concept of innovation in the 18th century British economy: Hume, Smith, Bentham",NEUR,Unknown,None,1
Perception of challenges in management of neurological cases in the emergency room,NEUR,Unknown,None,1
"Evaluation of data imputation strategies in complex, deeply-phenotyped data sets: the case of the EU-AIMS Longitudinal European Autism Project",NEUR,Unknown,None,5
The demographics of pain after spinal cord injury: a survey of our model system,NEUR,Unknown,None,9
"Clinical, environmental, and genetic risk factors for substance use disorders: characterizing combined effects across multiple cohorts",NEUR,Unknown,None,9
A Novel Deep Learning Model to Enhance Network Traffic Monitoring for Cybersecurity,NEUR,Unknown,None,2
Early structural alterations of intrinsic cardiac ganglionated plexus in spontaneously hypertensive rats,NEUR,Unknown,None,2
A Comparison of IPM and Organic Farming Systems Based on the Efficiency of Oophagous Predation on the Olive Moth (Prays oleae Bernard) in Olive Groves of Southern Iberia,NEUR,Unknown,None,1
Mdivi-1: a promising drug and its underlying mechanisms in the treatment of neurodegenerative diseases,NEUR,Unknown,None,13
Retraction: A routine electroencephalography monitoring system for automated sports-related concussion detection (Neurotrauma Reports DOI: 10.1089/neur.2021.0047),NEUR,Unknown,None,0
Land cover classification through Convolutional Neur-al Network model assembly: A case study of a local rural area in Thailand,NEUR,Unknown,None,10
Duty Evasion in Free Trade Agreements: Norm Emergence and Implications,NEUR,Unknown,None,0
The Neuroscientification of Psychology: The Rising Prevalence of Neuroscientific Concepts in Psychology From 1965 to 2016,NEUR,Unknown,None,5
The Role of Perceived Ease of Use and Perceived Usefulness on Personality Traits among Adults,NEUR,Unknown,None,2
Neural System Level Synthesis: Learning over All Stabilizing Policies for Nonlinear Systems,NEUR,Unknown,None,6
NeurMiPs: Neural Mixture of Planar Experts for View Synthesis,NEUR,Unknown,None,17
Verifiable and Energy Efficient Medical Image Analysis with Quantised Self-attentive Deep Neural Networks,NEUR,Unknown,None,3
Repeated administration of acrylamide for 28 days reduces late-stage progenitor cells and immature granule cells accompanying impaired neurite outgrowth in the adult hippocampal neurogenesis in young-adult rats,NEUR,Unknown,None,2
Cortical mu rhythms during action and passive music listening,NEUR,Unknown,None,12
Homocysteine Plasmatic Concentration in Brain-Injured Neurocritical Care Patients: Systematic Review of Clinical Evidence,NEUR,Unknown,None,8
Construction and evaluation of a model for predicting ischemic stroke risk in patients with sudden sensorineural hearing loss,NEUR,Unknown,None,1
Retraction: A routine electroencephalography monitoring system for automated sports-related concussion detection (Neurotrauma Reports (2021) DOI: 10.1089/neur.2021.0047),NEUR,Unknown,None,0
DOWN TO THE BONE,NEUR,Unknown,None,0
Identification of novel therapeutic targets for polyglutamine diseases that target mitochondrial fragmentation,NEUR,Unknown,None,10
Effects of the COVID-19 pandemic on health inequalities and mental health: effective public policies,NEUR,Unknown,None,9
Conditional crispr-cas genome editing in drosophila to generate intestinal tumors,NEUR,Unknown,None,3
Par3 cooperates with sanpodo for the assembly of notch clusters following asymmetric division of drosophila sensory organ precursor cells,NEUR,Unknown,None,5
Neostigmine for treating acute colonic pseudo-obstruction in neurocritically ill patients,NEUR,Unknown,None,3
Evidence that geographic variation in genetic ancestry associates with uterine fibroids,NEUR,Unknown,None,10
The role of ligand endocytosis in notch signalling,NEUR,Unknown,None,16
"Leaf area index variations in ecoregions of ardabil province, iran",NEUR,Unknown,None,14
ENTREPRENEURSHIP BIAS AND THE MASS MEDIA: EVIDENCE FROM BIG DATA,NEUR,Unknown,None,18
Motorista de uber não é empreendedor,NEUR,Unknown,None,0
Explaining social media adoption for a business purpose: An application of the utaut model,NEUR,Unknown,None,43
The Self-Assembling Brain: How Neur Al Networks Grow Smarter,NEUR,Unknown,None,23
Machine learning algorithms are superior to conventional regression models in predicting risk stratification of covid-19 patients,NEUR,Unknown,None,11
The Uber driver is not an entrepreneur,NEUR,Unknown,None,0
"The term glia, a wrong conceptual tradition: Proposal for change for synneurons",NEUR,Unknown,None,0
Evolving Neural Networks for Prediction with Negative Correlation Search: Application in Consumer Demand Forecasting,NEUR,Unknown,None,0
Neur1 and Neur2 are required for hippocampus-dependent spatial memory and synaptic plasticity,NEUR,Unknown,None,3
“Neur”al brain wave: Coordinating epithelial-to-neural stem cell transition in the fly optic lobe,NEUR,Unknown,None,1
"Estimating Aboveground Net Primary Production (ANPP) Using Landsat 8-Based Indices: A Case Study From Hir-Neur Rangelands, Iran",NEUR,Unknown,None,11
Eastern Mediterranean summer temperatures since 730 CE from Mt. Smolikas tree-ring densities,NEUR,Unknown,None,41
Neural representation and learning of hierarchical 2-additive choquet integrals,NEUR,Unknown,None,18
"The application of QR code technology to create the value-added products for the baan klong peek neur beehive community enterprise group at tambon suankhan, Nakhon Si Thammarat Province",NEUR,Unknown,None,2
Angel investor value judgments and the effects of accounting disclosures*,NEUR,Unknown,None,0
"Owner dentist: The approach to generate successful, profitable and long-lasting business",NEUR,Unknown,None,0
Analysis of neur(o) lexeme and its derivatives in anatomy learning,NEUR,Unknown,None,5
Irregular Target Object Detection Based on Faster R-CNN,NEUR,Unknown,None,3
Clinical characteristics of pediatric patients hospitalized due to influenza A: Comparison of two viral subtypes (H1N1 and H3N2),NEUR,Unknown,None,0
"Differentially expressed gene (DEG) based protein-protein interaction (PPI) network identifies a spectrum of gene interactome, transcriptome and correlated miRNA in nondisjunction Down syndrome",NEUR,Unknown,None,18
Masculine figures of flâneur and detective in the work of Javier Mariás and Antonio Munõz Molina,NEUR,Unknown,None,0
Pulmonary adenocarcinoma presented with lambert-eaton myasthenic syndrome,NEUR,Unknown,None,0
The Post-illumination Pupil Response (PIPR) is associated with cognitive function in an epidemiologic cohort study,NEUR,Unknown,None,4
Comparison of hydrogel encasement strategies for implantable micro-tissue engineered nerve grafts,NEUR,Unknown,None,0
ReSynPlex: Respiratory Syndrome Linked Pathogens Multiplex Detection and Characterization,NEUR,Unknown,None,1
(Micro)glia as effectors of cortical volume loss in schizophrenia,NEUR,Unknown,None,22
Insight into notch signaling steps that involve pecanex from dominant-modifier screens in drosophila,NEUR,Unknown,None,3
Lateral inhibition: Two modes of non-autonomous negative autoregulation by neuralized,NEUR,Unknown,None,8
Corrigendum to “Music as healing in ICU survivors: The road ahead in seeking the right tone” [Intensive Crit Care Nurs. 86 (2025) 103828](S0964339724002131)(10.1016/j.iccn.2024.103828),NURS,Unknown,None,0
Iranian single-child couples’ perceptions and experiences regarding childbearing incentives,NURS,Unknown,None,0
"Corrigendum to “The prevalence and risk factors of work-related musculoskeletal disorders among nurses in China: A systematic review and meta-analysis” [Int. J. Nurs. Stud. 157 (2024) 104826] (International Journal of Nursing Studies (2024) 157, (S002074892400138X), (10.1016/j.ijnurstu.2024.104826))",NURS,Unknown,None,0
"Corrigendum to “A hybrid type 2 effectiveness-implementation design to evaluate a community-based, heart-healthy intervention for women of low-socioeconomic status” [Appl. Nurs. Res. 71, 2023, 151686](S0897189723000204)(10.1016/j.apnr.2023.151686)",NURS,Unknown,None,0
"Corrigendum to ‘Effectiveness of nurse-led electronic health interventions on illness management in patients with chronic heart failure: A systematic review and meta-analysis’ [Int. J. Nurs. Stud. 150 (2024) 104630] (International Journal of Nursing Studies (2024) 150, (S0020748923001955), (10.1016/j.ijnurstu.2023.104630))",NURS,Unknown,None,0
"Corrigendum to “Outcomes of advanced care management in home-based long-term care: A retrospective population-based observational study” [Int. J. Nurs. Stud. 158 (2024) 104862] (International Journal of Nursing Studies (2024) 158, (S0020748924001755), (10.1016/j.ijnurstu.2024.104862))",NURS,Unknown,None,0
Adopting Optimal Statistical Practices: Reviewers,NURS,Unknown,None,0
Cognitive Flexibility and Professional Identity in Nursing Students: The Modeling Role,NURS,Unknown,None,0
Investigating the Influence of First Principles of Instruction on Trauma Management Skills in Nursing Students,NURS,Unknown,None,0
Factors Associated With First-Time NCLEX-RN Success at a Predominantly Black Institution,NURS,Unknown,None,0
Fulbright as Opportunity for U.S. Nursing Educators and International Nursing Schools,NURS,Unknown,None,0
Outcomes of Concept-Based Curricula: An Integrative Review,NURS,Unknown,None,0
Developing Clinical Judgment During Transition to Practice With Rapid-Cycle Deliberate Practice Simulation,NURS,Unknown,None,0
A Guide for Nurse-Led Advocacy for Safe Staffinand the Quality of Nursing Work Life,NURS,Unknown,None,0
"Corrigendum to “The effectiveness of prophylactic closed incision negative pressure wound therapy compared to conventional dressings in the prevention of periprosthetic joint infection post hip and knee revision arthroplasty surgery: A systematic review” [Int. J. Orthopaed. Trauma Nurs. 53 (2024) 101048] (International Journal of Orthopaedic and Trauma Nursing (2024) 53, (S1878124123000527), (10.1016/j.ijotn.2023.101048))",NURS,Unknown,None,0
"Organizational contexts, implementation process and capacity outcomes of multicultural, multilingual home-based programmes in public initiatives: A mixed-methods study",NURS,Unknown,None,0
Hot Versus Cold Debriefing in a Nursing Context: An Integrative Review,NURS,Unknown,None,0
"Conceptualizing the Influence of Diversity, Equity, Inclusion, and Belonging on Professional Identity in Nursing",NURS,Unknown,None,0
Erratum to: Postnatal social support experiences in primiparous women in Korea: a phenomenological study (Womens Health Nurs (2024) 30:2 (140-152) DOI: 10.4069/whn.2024.06.12),NURS,Unknown,None,0
‘Hidden’ work and lost opportunities: nursing research and impact case studies submitted to REF2021,NURS,Unknown,None,0
Public image of nursing in modern society: An evolving concept analysis,NURS,Unknown,None,0
Leveraging the Impact of Nurses on the Educational Experience and Professional Development of the Physician Trainee,NURS,Unknown,None,0
"Corrigendum to “Design and construct of an assessment tool for the handover of critical patient the in urgent care and emergency setting” [Int. Emerg. Nurs. 75 (2024) 101490] (International Emergency Nursing (2024) 75, (S1755599X24000855), (10.1016/j.ienj.2024.101490))",NURS,Unknown,None,0
"Corrigendum to “Risk prediction models for deep venous thrombosis in patients with acute stroke: A systematic review and meta-analysis” [Int. J. Nurs. Stud. 149 (2024) 104623] (International Journal of Nursing Studies (2024) 149, (S0020748923001888), (10.1016/j.ijnurstu.2023.104623))",NURS,Unknown,None,0
"Corrigendum to “Effects of peer support interventions on physical and psychosocial outcomes among stroke survivors: A systematic review and meta-analysis” [Int. J. Nurs. Stud., 121 (2021) 104001] (International Journal of Nursing Studies (2021) 121, (S0020748921001486), (10.1016/j.ijnurstu.2021.104001))",NURS,Unknown,None,0
Addressing Nurse Burnout: Moving Beyond the Conversation,NURS,Unknown,None,0
South Korean Nurse Residency Program for New Graduates: A Posttest Study,NURS,Unknown,None,0
Observed Use of Clinical Judgment Among New Graduate Nurses,NURS,Unknown,None,2
"Educating Nurses in Sleep Screening, Brief Intervention, and Referral for Treatment",NURS,Unknown,None,0
A CLIIR Pathway to a Nursing Revolution,NURS,Unknown,None,0
Enhancing Mobility in Oncology: Evidence-Based Practices Across the Care Continuum,NURS,Unknown,None,0
"Corrigendum to “Psychometric properties of the Korean version of the Stanford Presenteeism Scale in a nurse population.”(Res. Nurs. Health, (2024), 47, (17–26), 10.1002/nur.22351)",NURS,Unknown,None,0
"Corrigendum to “Nurses’ lived experience of providing hospice care in the emergency department in mainland China: A qualitative study” [Int. Emerg. Nurs. 75 (2024) 101464] (International Emergency Nursing (2024) 75, (S1755599X24000594), (10.1016/j.ienj.2024.101464))",NURS,Unknown,None,0
Strategies for nursing care of critically ill multicultural patients: A scoping review,NURS,Unknown,None,0
"Corrigendum to “Targeting zero medication administration errors in pediatric intensive care unit: A quality improvement project” [Intensive &amp; Crit. Care Nurs. (2024) 81, 103595] (Intensive &amp; Critical Care Nursing (2024) 81, (S0964339723002136), (10.1016/j.iccn.2023.103595))",NURS,Unknown,None,0
"RETRACTED: Reduced self-harm on acute mental health wards following the implementation of a vision-based patient monitoring system: Evidence from five NHS trusts(J Psychiatr Ment Health Nurs., (2024), 31, (e1–e9))",NURS,Unknown,None,1
Nurse Faculty Job Satisfaction: A Concept Analysis,NURS,Unknown,None,2
My Magical Day in the Trauma ICU,NURS,Unknown,None,0
RNA quality control factors nucleate Clr4/SUV39H and trigger constitutive heterochromatin assembly,NURS,Unknown,None,2
"Correction to: The contribution of physician associates or assistants to the emergency department: A systematic scoping review, (J Am Coll Emerg Physicians Open, (2023), 4, 3, (e12989), 10.1002/emp2.12989)",NURS,Unknown,None,0
Scholarly literature on nurses and pharmacogenomics: A scoping review,NURS,Unknown,None,0
"RETRACTED: Safety climate, quality of care, adherence to and compliance with standard precautions among nurses: Structural equation modeling(Int Nurs Rev., (2024), 71, (2), (1-11))",NURS,Unknown,None,0
Job satisfaction and burnout syndrome among intensive-care unit nurses: A systematic review and meta-analysis,NURS,Unknown,None,7
"Corrigendum to “A nomogram based on quantitative EEG to predict the prognosis of nontraumatic coma patients in the neuro-intensive care unit” [Intensive Crit. Care Nurs. (2024) 103618] (Intensive &amp; Critical Care Nursing, (S0964339723002367), (10.1016/j.iccn.2023.103618))",NURS,Unknown,None,0
Nurses' experiences of providing palliative care for children with life-limiting conditions,NURS,Unknown,None,1
Erratum: Improved Performance With the Micro-Hole Zone Intermittent Catheter: A Combined Analysis of 3 Randomized Controlled Studies Comparing the New Catheter Technology With a Conventional Eyelet Catheter (J Wound Ostomy Continence Nurs (2023) 50:6 (504–511) DOI: 10.1097/WON.0000000000001029),NURS,Unknown,None,0
Effect of harvesting strategy on the genetic diversity of seed collections in oaks,NURS,Unknown,None,0
"Corrigendum to “Assessing pripherally inserted central catheter tip location in multiple postures: A case report” [Asia–Pacific J Oncol Nurs 10 (2023) 100238] (Asia-Pacific Journal of Oncology Nursing (2023) 10(6), (S2347562523000562), (10.1016/j.apjon.2023.100238))",NURS,Unknown,None,0
The Effects of the COVID-19 Pandemic on Nursing Education Programs,NURS,Unknown,None,0
Bridging the Gap: The Vital Role of Nursing in Caring for Military Members and Veterans and Their Families,NURS,Unknown,None,0
Corrigendum to ‘Effects of the low-speed continuous infusion catheter technique on double-lumen central venous catheters: A randomized controlled trial’ [Int. J. Nurs. Stud. 151 (2024) 104676](S0020748923002419)(10.1016/j.ijnurstu.2023.104676),NURS,Unknown,None,0
"Correction to: “Psychometric properties of a Thai version of the Richards-Campbell sleep questionnaire”, (Nurs Critic Care, (2022), 27, 6, (885–892), 10.1111/nicc.12705)",NURS,Unknown,None,0
Environmental Comfort in Promoting Sleep in Critically Ill Patients: A Scoping Review,NURS,Unknown,None,1
Environmental Sustainability and Climate Change Content in Canadian Baccalaureate Nursing Programs,NURS,Unknown,None,0
Reflective Clinical Judgment Questions to Educate the Next Generation of Nurses,NURS,Unknown,None,2
The Use of QR Codes to Engage Nursing Students With Next Generation NCLEX,NURS,Unknown,None,1
Evaluating the Importance of Clinical Judgment in Entry-Level Nursing,NURS,Unknown,None,1
Nursing Students’ and Nurse Preceptors’ Perspectives of an Ambulatory Dedicated Education Unit in Primary Care and General Internal Medicine,NURS,Unknown,None,1
Turning Concern Into Confidence: Planetary Health Needs in Nursing Education,NURS,Unknown,None,3
A Paradigm Shift for the Nursing Education Model: A Scoping Review,NURS,Unknown,None,1
Classroom Innovation Using the NCJMM: Preparing Nursing Students for the Next Generation NCLEX,NURS,Unknown,None,1
Preparing Nurse Educator Students for the New National Council of State Boards of Nursing NCLEX and AACN Essentials,NURS,Unknown,None,1
The Lasater Clinical Judgment Rubric: 17 Years Later,NURS,Unknown,None,2
Adopting Optimal Statistical Practices: Graduate Programs,NURS,Unknown,None,0
"Corrigendum to “Feasibility and acceptability of motivational interviewing to promote colorectal cancer screening among average risk Chinese older adults” [Asia-Pacific J Oncol Nurs 10 (2023) 100315] (Asia-Pacific Journal of Oncology Nursing (2023) 10(12), (S2347562523001336), (10.1016/j.apjon.2023.100315))",NURS,Unknown,None,0
The Future of Nursing: Navigating the AI Revolution Through Education and Training,NURS,Unknown,None,2
"Correction to “The effect of a lifestyle intervention program using a mobile application versus the effect of a program using a booklet for adults with metabolic syndrome: A three-arm randomized controlled trial” (Journal of Nursing Scholarship, 10.1111/jnu.12883)",NURS,Unknown,None,0
Correlates of frailty in older female cancer survivors,NURS,Unknown,None,3
Relation and effect of resilience on burnout in nurses: A literature review and meta-analysis,NURS,Unknown,None,12
"Innovation and exploration of the education mode of ""five-dimension education integration"" from the perspective of fostering virtues through nursing education",NURS,Unknown,None,0
Graduate Nursing Faculty Perceptions of LGBTQ+ Health Curriculum: A Mixed-Methods Study,NURS,Unknown,None,2
An NCLEX-RN Improvement Project: A Study of Student Attributes Associated With Test Success,NURS,Unknown,None,1
Abrupt Transition to Remote Learning in Nursing Students During the COVID-19 Pandemic,NURS,Unknown,None,1
Spiritual-Cultural Needs as the Main Causative Factor of Death Anxiety in Iranian COVID-19 Patients: A Qualitative Study,NURS,Unknown,None,1
"Corrigendum to ‘Construction and evaluation of a predictive model for compassion fatigue among emergency department nurses: A cross-sectional study’ [Int. J. Nurs. Stud. 148 (2023)104613] (International Journal of Nursing Studies (2023) 148, (S0020748923001785), (10.1016/j.ijnurstu.2023.104613))",NURS,Unknown,None,0
Medicinal Plants in the Treatment of Respiratory Diseases and their Future Aspects,PHAR,Unknown,None,0
Structure-guided identification and characterization of potent inhibitors targeting PhoP and MtrA to combat mycobacteria,PHAR,Unknown,None,0
Unveiling the repressive mechanism of a PPS-like regulator (PspR) in polyhydroxyalkanoates biosynthesis network,PHAR,Unknown,None,0
Preliminary Exploration of Variations in Measures of Pharyngeal Area During Nonswallowing Tasks,PHAR,Unknown,None,0
Adaptive laboratory evolution and metabolic engineering of Cupriavidus necator for improved catabolism of volatile fatty acids,PHAR,Unknown,None,0
The 75-Year Anniversary of the Department of Physiology and Pharmacology at Karolinska Institutet—Examples of Recent Accomplishments and Future Perspectives,PHAR,Unknown,None,0
"DETERMINATION OF THE SOCIALLY ORIENTED ROLE OF PHARMACISTS IN THE PREVENTION, DIAGNOSIS AND TREATMENT OF PATIENTS WITH VIRAL HEPATITIS",PHAR,Unknown,None,0
New biomanufacturing based on synthetic biology of halophilic bacteria: Biomanufacture 2.0,PHAR,Unknown,None,1
The influence of body weight on apixaban dose: A population pharmacokinetic analysis based on clinical data,PHAR,Unknown,None,0
Cost Evaluation of Subcutaneous Trastuzumab Versus Intravenous Trastuzumab for the Treatment of HER2-Positive Breast Cancer: Insights From Oncology Hospitals in Morocco,PHAR,Unknown,None,0
"ERRATUM to:International consensus recommendations for the use of prolonged-infusion beta-lactam antibiotics: Endorsed by the American College of Clinical Pharmacy, British Society for Antimicrobial Chemotherapy, Cystic Fibrosis Foundation, European Society of Clinical Microbiology and Infectious Diseases, Infectious Diseases Society of America, Society of Critical Care Medicine, and Society of Infectious Diseases Pharmacists(Pharmacotherapy., (2023), 43, (740–777), 10.1002/phar.2842)",PHAR,Unknown,None,0
Overexpression of RuBisCO form I and II genes in Rhodopseudomonas palustris TIE-1 augments polyhydroxyalkanoate production heterotrophically and autotrophically,PHAR,Unknown,None,1
Bioinformatic and functional analysis of a PHB polymerase (PhbC) from Azospirillum baldaniorum,PHAR,Unknown,None,0
Correction to “Risk of incident antidepressant-treated depression associated with use of 5α-reductase inhibitors compared with use of α-blockers in men with benign prostatic hyperplasia: A population-based study using the Clinical Practice Research Datalink”,PHAR,Unknown,None,0
"Correction to “Pharmacokinetics/pharmacodynamics analysis and establishment of optimal dosing regimens using unbound cefmetazole concentration for patients infected with Extended-Spectrum β-lactamase producing Enterobacterales (ESBL-E)”(Pharmacotherapy., (2024), 44, (149–162), 10.1002/phar.2894)",PHAR,Unknown,None,0
"Correction to “International consensus recommendations for the use of prolonged-infusion beta-lactam antibiotics: Endorsed by the American College of Clinical Pharmacy, British Society for Antimicrobial Chemotherapy, Cystic Fibrosis Foundation, European Society of Clinical Microbiology and Infectious Diseases, Infectious Diseases Society of America, Society of Critical Care Medicine, and Society of Infectious Diseases Pharmacists”",PHAR,Unknown,None,0
Correction to “Comparative adherence trajectories of oral disease-modifying agents in multiple sclerosis”,PHAR,Unknown,None,0
"Combatting Antibiotic-Resistant Staphylococcus aureus: Discovery of TST1N-224, a Potent Inhibitor Targeting Response Regulator VraRC, through Pharmacophore-Based Screening and Molecular Characterizations",PHAR,Unknown,None,0
"Correction to: Model-Informed Precision Dosing Software Tools for Dosage Regimen Individualization: A Scoping Review (Pharmaceutics, (2023), 15, 7, (1859), 10.3390/pharmaceutics15071859)",PHAR,Unknown,None,0
A self-stimulating system based on a polyhydroxyalkanoates coupled induction mechanism and its applications for Halomonas,PHAR,Unknown,None,0
"Discovery of a potent inhibitor, D-132, targeting AsfvPolX, via protein-DNA complex‐guided pharmacophore screening and in vitro molecular characterizations",PHAR,Unknown,None,0
Investigating the “sex paradox” in pulmonary arterial hypertension: Results from the Pulmonary Hypertension Association Registry (PHAR),PHAR,Unknown,None,4
Effectiveness of Counterpressure Technique With a Birth Ball on Cervical Dilatation and Reduction of Labour Pain and Uterine Contractions: A Prospective Cohort Study,PHAR,Unknown,None,0
"Inhibition of glycogen synthase kinase-3 enhances NRF2 protein stability, nuclear localisation and target gene transcription in pancreatic beta cells",PHAR,Unknown,None,1
Step Climb Dosing Guidance From Simulation Studies on Lamotrigine Concentration Changes During Pregnancy,PHAR,Unknown,None,0
Appendicitis in rabbits: Two case reports,PHAR,Unknown,None,1
NLRP3 deficiency protects against acetaminophen‑induced liver injury by inhibiting hepatocyte pyroptosis,PHAR,Unknown,None,2
Application of PHA surface binding proteins of alkali-tolerant Bacillus as surfactants,PHAR,Unknown,None,1
"Enantioselectivity in ecotoxicity of pharmaceuticals, illicit drugs, and industrial persistent pollutants in aquatic and terrestrial environments: A review",PHAR,Unknown,None,4
Pleiotropic Effects of PhaR Regulator in Bradyrhizobium diazoefficiens Microaerobic Metabolism,PHAR,Unknown,None,0
Exploration of anti‑osteosarcoma activity of asiatic acid based on network pharmacology and in vitro experiments,PHAR,Unknown,None,4
Specific targeting of the NRF2/β-TrCP axis promotes beneficial effects in NASH,PHAR,Unknown,None,4
Downstream Processing for Bio-product Recovery and Purification,PHAR,Unknown,None,1
Efficacy of tablet glucocorticoids depending on their starting dose in patients with type 2 amiodarone-induced thyrotoxicosis: a prospective randomized study,PHAR,Unknown,None,0
Self-Supervised Federated Learning for Personalized Human Activity Recognition,PHAR,Unknown,None,0
Vaccine Diplomacy: Partnering Global Goods,PHAR,Unknown,None,0
Intravenous Magnesium for the Management of Chronic Pain: An Updated Review of the Literature,PHAR,Unknown,None,0
Potent Small Molecules Inhibitors Discovery through Ligand-based Modelling for Effective Treatment of Parkinson’s Disease,PHAR,Unknown,None,0
Epigenetic Regulation of Fungal Secondary Metabolites for the Enhancement of Therapeutically Active Compounds,PHAR,Unknown,None,0
"Pharmacogenomics: Importance in Exploration of Target Molecule, Drug Resistance and Mechanism in Cancer Chemotherapy",PHAR,Unknown,None,0
Design Automation for Organs-on-Chip,PHAR,Unknown,None,0
Problems in organizing neurosurgical care for patients with Parkinson’s disease in the Russian Federation,PHAR,Unknown,None,0
Antidiabetic Advancements In Silico: Pioneering Novel Heterocyclic Derivatives through Computational Design,PHAR,Unknown,None,2
Effective interventions to increase adherence to inhaled therapy in patients with bronchial asthma – a review article,PHAR,Unknown,None,0
A New Model for Ranking Schools of Public Health: The Public Health Academic Ranking,PHAR,Unknown,None,2
"Medical Economic Effect of Pharmaceutical Interventions by Board-Certified Pharmacists in Palliative Pharmacy for Patients with Cancer Using Medical Narcotics in Japan: A Multicenter, Retrospective Study",PHAR,Unknown,None,0
Effects of non-pharmacological methods on post-operative procedural pain management in neonates admitted in the neonatal intensive care unit: A systematic review,PHAR,Unknown,None,0
A Comprehensive Review on the Role of Chemotype Marine Derived-Drug Discovery,PHAR,Unknown,None,1
"Exploring Novel PLK1 Inhibitors based on Computational Studies of 2,4-Diarylaminopyrimidine Derivatives",PHAR,Unknown,None,0
Biosynthesis of polyhydroxybutyrate by Methylorubrum extorquens DSM13060 is essential for intracellular colonization in plant endosymbiosis,PHAR,Unknown,None,1
A Remotely Coached Multimodal Lifestyle Intervention for Alzheimer's Disease Ameliorates Functional and Cognitive Outcomes,PHAR,Unknown,None,0
