,title,cited_by_count,AGRI,ARTS,BIOC,BUSI,CENG,CHEM,COMP,DECI,DENT,EART,ECON,ENER,ENGI,ENVI,HEAL,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE
944,Versatile Hydrogels in Regenerative Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,Emerging Applications of Nanotechnology in Human Welfare with Special Reference to Biomedical Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Fast Algorithms for Main Computational Operations in the VM2D Code for 2D Flows Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Conventional Breeding and Advance Approaches to Mitigate Drought and Salt Stress in Crop Plants,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,The Impact of Faculty Competencies on Engineering Education: Strategies for Continuous Improvement and Quality Assurance Within the Accreditation Process,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Human Resources Training Project in Wireless Communication Technologies and IoT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Addressing the Barriers of Knowledge Transfer: Using ePortfolios to Enhance Student Reflection in Technical Courses,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Early Prediction of First-Term Math Grades using Demographic and Survey Data,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Scalable Deep Learning for Pilot Performance Analysis Using Multimodal Physiological Time Series,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Performance of modulating retro-reflector-assisted ground-HAP-satellite uplink laser communication system,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Source Engineering for Quantum Key Distribution with Noisy Photon-Added Squeezed States,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Analysis of Lens Surface Shape Based on Theory of Plates and Shells,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,ALOE VERA IN DENTISTRY: CURRENT STATUS AND FUTURE PROSPECTS,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,EVALUATION OF THERMAL ELASTIC-PLASTIC STRESSES IN TRANSVERSELY ISOTROPIC DISK MADE OF PIEZOELECTRIC MATERIAL WITH VARIABLE THICKNESS AND VARIABLE DENSITY SUBJECTED TO INTERNAL PRESSURE,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Fast Calculation of Polymer Injectivity in Offshore Oilfield,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Hot topics in Control Engineering for 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,The Poetics of Border-Crossing: A Case Study of Itō Hiromi from the 1990s to the Present,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,ASPIRING TO THE ROAD LESS TRAVELED: FACTORS INFLUENCING BLACK MALES’ PURSUIT OF ENGINEERING GRADUATE DEGREES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Evaluation of the influence of surface irregularity of optical crystal microresonators on their dispersion characteristics,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,"Non-canonical possessive constructions in Negidal and other Tungusic languages: a new analysis of the so-called ""alienable possession"" suffix",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Metadata model for preservation in digital book publishing,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Effect of Nanomaterials on Water and Solutes Translocation in Plants,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Features of complex relief modeling in the process of performing predictive thermal engineering calculations,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Tailoring Physicochemical Properties of Iloperidone by Cocrystallization: Design and Characterization of Novel Cocrystals of Iloperidone and 4-amino Benzoic Acid,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Railway Tunnels,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Structural Comparison of Naturally Aspirated and Turbocharged Diesel Engine for Steel and Aluminium Made Radiator: A Finite Element Study,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,The Thin Moral Concept of Evil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Evidence for Professional Conceptualization in Science as an Important Component of Science Identity,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Exploring Student Service Member/Veteran Social Support and Campus Belonging in University STEMM Fields,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Identifying immunodominant multi-epitopes from the envelope glycoprotein of the Lassa mammarenavirus as vaccine candidate for Lassa fever,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Japan’s Forgotten God: Jūzenji in Medieval Texts and the Visual Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Determination of twelve mycotoxins in red and green Sichuan peppers using QuEChERS method with LC-MS/MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,"Investigating the effect of the physical layout of the architecture of high-rise buildings, residential complexes, and urban heat islands",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Influence of university campus spatial morphology on outdoor thermal environment: A case study from Eastern China,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978,Health-Oriented Walkability Measurement and Enhancement Strategies for Life Circle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
979,"How does shade infrastructure affect outdoor thermal comfort during hot, humid summers? Evidence from Nanjing, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Evaluating the cooling performance of vegetation combined with a fountain in horizontal and vertical urban environments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Multi-dimensional distribution prediction of PM2.5 concentration in urban residential areas based on CNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Quantifying the impact of vertical greenery systems (VGS) on Mediterranean urban microclimate during heat wave events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
983,"How small green spaces cool urban neighbourhoods: Optimising distribution, size and shape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Effects of vertical greening on the thermal environment and energy consumption in different street canyons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Exploring the regional cooling efficiency of urban residential vegetation using scenario simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Decoding outdoor thermal comfort: The role of location in urban canyon microclimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
987,"Dynamics of Shoreline Changes Along the Coast of Subarnarekha and Budhabalanga River Estuary, North Eastern Coast of India Using DSAS Technique: A Geospatial Technology Approach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
988,"Exposure, spatial distribution, and health risks of perfluoroalkyl acids in commercial fish species in the Beibu Gulf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
989,"Identifying groundwater characteristics and controlling factors in Jiaozhou Bay’s northern coastal region, China: a combined approach of multivariate statistics, isotope analysis, and field empirical investigations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Proposing design strategies for contemporary courtyards based on thermal comfort in cold and semi-arid climate zones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Development of predictive indices for evaluating the UHI adaptation potential of green roof- and wall-based scenarios in the Mediterranean climate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Modifying School Courtyard Design to Optimize Thermal Conditions and Energy Consumption in a Hot Arid Climate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,Assessing the efficacy of green walls versus street green lanes in mitigating air pollution: A critical evaluation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
994,"Optimizing human thermal comfort and mitigating the urban heat island effect on public open spaces in Rome, Italy through sustainable design strategies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Evaluating the impact of evolving green and grey urban infrastructure on local particulate pollution around city square parks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Coupled InVEST–MGWR modeling to analyze the impacts of changing landscape patterns on habitat quality in the Fen River basin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
997,Optimizing an efficient urban tree strategy to improve microclimate conditions while considering water scarcity: a case study of Cairo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
998,"Gender, sexuality, and food access: An exploration of food security with LGBTQIA2S+ university students",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,ResNet incorporating the fusion data of RGB &amp; hyperspectral images improves classification accuracy of vegetable soybean freshness,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Understanding the impacts of street greening patterns and wind directions on the dispersion of fine particles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Simulating the impact of ventilation corridors for cooling air temperature in local climate zone scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Annual cyclical variations of urban green space cold island(GSCI) effect by combining remote sensing inversion and ENVI-met simulation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Mathematical models for traffic-source PM<inf>2.5</inf> dispersion in an urban street canyon considering the capture capability of roadside trees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,Evaluating the Extraction and Quantification of Marine Surfactants from Seawater through Solid Phase Extraction and Subsequent Colorimetric Analyses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,The Impact of Different Types of Trees on Annual Thermal Comfort in Hot Summer and Cold Winter Areas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,The Influence of the Spatial Morphology of Township Streets on Summer Microclimate and Thermal Comfort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Extraction of Canal Distribution Information Based on UAV Remote Sensing System and Object-Oriented Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,A semi-automated method using object-based image analysis (OBIA) to detect and enumerate beluga whales in summer from very high-resolution (VHR) satellite imagery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,"Estimating impacts of micro-scale land use/land cover change on urban thermal comfort zone in Rajshahi, Bangladesh: A GIS and remote sensing based approach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,"Sensitivity analysis of building material, ground material, and tree parameters in microclimate simulations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,"The impact of urban morphology on thermal environment under extreme heat: A case study in Nanjing, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Street trees: The contribution of latent heat flux to cooling dense urban areas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,THE IMPACT OF IT EXPORTS ON ECONOMIC DEVELOPMENT: A COMPARATIVE ANALYSIS OF UKRAINE AND EUROPEAN COUNTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,"Outdoor Thermal Comfort and Sustainability of Urban Village Life in The Small Ancient City at Tropic Area Yogyakarta, Indonesia: Approach with ENVI-Met",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,"Exploring wetland change in the Gauteng Province, South Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Intelligent marine detection based on spectral imaging and neural network modeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,"Transferring and transformation of nitrogen and phosphorus of wastewater in microalgae, and microalgae-bacteria consortia system",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,Research on Multi-objective Collaborative Optimization of Construction Process of Technical Interfaces in Railway Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Case Study for Adopting a Sustainable Kindergarten Design in Baghdad to Improve Thermal Comfort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,Research on Thermal Comfort Evaluation and Optimization of Green Space in Beijing Dashilar Historic District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Vertical Plant Configuration: Its Impact on Microclimate and Thermal Comfort in Urban Small Green Spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Research into the Influence Mechanisms of Visual-Comfort and Landscape Indicators of Urban Green Spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,"Is LCZ Enough? Physical Properties, Thermal Environments and Cooling Effects of Green Roofs in High-Density Urban Industrial Blocks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,MITIGATING THE URBAN HEAT ISLAND EFFECT: The Thermal Performance of Shade-Tree Planting in Downtown Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Impact of ENVI-met-Based Road Greening Design on Thermal Comfort and PM<inf>2.5</inf> Concentration in Hot–Humid Areas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,Analysis of changes and driving forces of landscape pattern vulnerability at Qianping Reservoir in Central China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Thermal environmental and energy effects of vertical greening system under the influence of localized urban climates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,"Explorations on cooling effect of small urban linear park design in low-rise, high-density district: The case of Gyeongui line forest park in Seoul",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Characterization of The Permeation Properties of Membrane Filters and Sorption Properties of Sorbents Used for Polar Organic Chemical Integrative Samplers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,Integrated effect of aspect ratio and tree spacing on pedestrian thermal comfort of street canyon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,"Effect of temperature, salinity and nutrients on the growth and toxin content of the dinoflagellate Gymnodinium catenatum from the southwestern Mediterranean",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,"Perfluoroalkyl substances in the meat of Polish farm animals and game – Occurrence, profiles and dietary intake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Setting up a CFD model to evaluate the impact of green infrastructures on local air quality,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,The microclimate implications of urban form applying computer simulation: systematic literature review,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,"GIS Application for Creating Potential Flood Map Using AHP: A Case Study in Chaq-Chaq Valley, Sulaymaniyah City, Kurdistan Region, Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,HALF-DIFFERENTIAL CAPACITIVE AIR GAP SENSOR FOR HYDROGENERATORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,FHPE-Net: Pedestrian Intention Prediction Using Fusion with Head Pose Estimation Based on RNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,Enhancing verapamil trace determination from biological matrices by bar adsorptive microextraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,Fluid dynamics modeling to assess the impact of urban geometry on urban microclimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,Preliminary Molecular Study of Chloramphenicol Anchoring on Laccase Enzyme from Trametes hirsuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Pedestrian Dynamic Thermal Comfort Analysis to Optimize Using Trees in Various Urban Morphologies: A Case Study of Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,"Numerical Study on the Summer High-Temperature Climate Adaptation of Traditional Dwellings in the Western Plains of Sichuan, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,Reconceptualizing and Defining Exposomics within Environmental Health: Expanding the Scope of Health Research,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,Quantifying the Impacts of Courtyard Vegetation on Thermal and Energy Performance of University Buildings in Hot Arid Regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,The Impact of Changes in Green Space Structures on Thermal Mitigation and Costs under a Constant Green Volume,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Bivalves of ponds of Maine-et-Loire’s Sensitive Natural Areas: diversity and pilot study on detection by eDNA analysis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,Study on Summer Microclimate Analysis and Optimization Strategies for Urban Parks in Xinjiang—A Case Study of Mingzhu Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,"Research on the Effect of Planting Design on the Thermal Comfort of Campus Sidewalk in Tunghai University, Taiwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,Localization and speech-in-noise performance in a virtual reality test environment: A pilot study of adults with single-sided deafness using a cochlear implant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Thermomagneto-responsive injectable hydrogel for chondrogenic differentiation of mesenchymal stem cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,Comparison of binahong (Anredera cordifolia) (Ten. Steenis) and red betel (Piper crocatum) leaves ointment formulations toward length of laceration and bleeding time in rats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1052,Additively manufactured ultrastrong and thermal-resistant Al alloy via engineering the hierarchical intermetallics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,Si-OH defect healing treatments of ZSM-22 zeolites for enhanced performance and alcohol resistance in n-alkanes hydroisomerization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1054,Sulfur Co-polymer as a universal adhesive to construct segregated structure in cross-linked rubber toward improved conductive and mechanical properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1055,"Medicinal plants used to treat human ailments in Wadla District, Northern Ethiopia: An ethnobotanical approach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,Wound-healing activity of solvent fractions and antiinflammatory activity of crude extract and solvent fractions of Acokanthera schimperi Schweinf (Apocynaceae) leaves in mice model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,Computerized voltage reversal prevention in second and third year 1000-liter microbial fuel cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058,Correlating node centrality metrics with node resilience in self-healing systems with limited neighbourhood information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,Rapid healing of internal cracks in C/C-SiC composite utilizing pure copper to improve the performance of C/C-SiC/Ti60 joints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1060,3D nanofiber sponge based on natural insect quaternized chitosan/pullulan/citric acid for accelerating wound healing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1061,Multiscale revelation of asphalt morphology and adhesion performance evolution during stress relaxation process,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,"A superhydrophobic Fe<inf>3</inf>O<inf>4</inf>@MSN-PDMS based composite coating with icephobicity, long-term durability and self-healing property for anti-/de-icing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,Bio-hydrogel from RGD peptide/chitosan/β-glycerophosphate prevents postoperative wound adhesion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1064,Competitive oxidation mechanism endows MXene-based supercapacitors with high-temperature tolerance and self-healing capability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,Innate immune response to bone fracture healing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,"A graded elastic modulus concept to eliminate stress or strain energy density singularity at sharp notches and cracks, with consequent elimination of size-scale effect on strength",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,OMIBONE: Omics-driven computer model of bone regeneration for personalized treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1068,"Finite element analysis of crack propagation, crack-gap-filling, and recovery behavior of mechanical properties in oxidation-induced self-healing ceramics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,"Inventory of herbal remedies used traditionally in the province of Taza, Northern Morocco: Ethnomedicinal survey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,Expression of M1 and M2 protein around incision wound area during wound healing process on mice model for diabetes mellitus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1071,The evaluation of pathologic fracture risk and residual bone height in unicortical and bicortical mandibular corpus defects: A 3D finite analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,Public Theology and Its Application: A Case Study of Goryeoin Ministry in South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1073,Synthesis of Eucommia ulmoides-derived carbon dots for anti-inflammatory and accelerated wound healing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1075,Effects of no-ozone cold plasma and mouse mesenchymal stem cell treatments on wound healing in a mouse skin model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,The effect of hyperbaric oxygen therapy on oxidative stress and inflammation in patients with diabetic foot ulcers: A preliminary study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1077,Ferrous sulfate remodels the properties of sodium alginate-based hydrogel and facilitates the healing of wound infection caused by MRSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,Probing the Abyss: Bacteria-based self-healing in cementitious construction materials – A Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,Probing the effect of selenization on RF sputtered WSe<inf>2</inf> thin films toward enhanced photoelectrochemical and photodetection performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
